Iterations,Carleton92, Carleton91,EarlHaig83,EdHEC92,KingFahd93,LSE91,Pur93,Rye92,St.Andrews83,Trent92,TorontoAS92,TorontoE92,YorkMills83,Car-f-92 , Car-s-91 ,Ear-f-83 ,Hec-s-92 ,Kfu-s-93 ,Lse-f-91 ,Pur-s-93,Rye-s-93,Sta-f-83,Tre-s-92,Uta-s-92,Ute-s-92,yor-f-83
42230,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66793,15.66792,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42240,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66793,15.66792,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42250,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66793,15.66792,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42260,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66726,15.66792,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42270,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66726,15.66792,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42280,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66726,15.65477,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42290,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66726,15.65477,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42300,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66726,15.65477,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42310,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66726,15.65477,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42320,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66726,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42330,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66726,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42340,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66699,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42350,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66699,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42360,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66699,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42370,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66699,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42380,6.55906,8.56138,46.94996,13.69772,21.46519,17.46753,10.66699,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42390,6.55135,8.56138,46.94996,13.69772,21.46519,17.46753,10.66699,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42400,6.55135,8.56138,46.94996,13.69772,21.46519,17.46753,10.66699,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42410,6.55135,8.56138,46.94996,13.69772,21.46519,17.46753,10.66526,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42420,6.55135,8.56138,46.94996,13.69772,21.46519,17.46753,10.66526,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42430,6.55135,8.56138,46.94996,13.69772,21.46519,17.46753,10.66526,15.65321,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42440,6.55129,8.56138,46.94996,13.69772,21.46519,17.46753,10.66526,15.62647,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42450,6.55129,8.56138,46.94996,13.69772,21.46519,17.46753,10.6649,15.62647,182.55145,12.42359,6.12137,34.05185,47.85748,,,,,,,,,,,,,
42460,6.55129,8.56109,46.94996,13.69772,21.46519,17.46753,10.6649,15.62647,182.55145,12.42359,6.11944,34.05185,47.85748,,,,,,,,,,,,,
42470,6.55129,8.56109,46.94996,13.69772,21.46519,17.46753,10.6649,15.62647,182.55145,12.42359,6.11944,34.05185,47.85748,,,,,,,,,,,,,
42480,6.55129,8.56109,46.94996,13.69772,21.46519,17.46753,10.6649,15.62647,182.55145,12.42359,6.11944,34.05185,47.85748,,,,,,,,,,,,,
42490,6.55129,8.56109,46.94996,13.69772,21.46519,17.46753,10.6649,15.62647,182.55145,12.42359,6.11944,34.05185,47.85748,,,,,,,,,,,,,
42500,6.55129,8.56109,46.94996,13.69772,21.46519,17.46753,10.66243,15.62647,182.55145,12.42359,6.11935,34.05185,47.85748,,,,,,,,,,,,,
42510,6.55129,8.56085,46.94996,13.69772,21.46519,17.46753,10.66243,15.62647,182.55145,12.42359,6.11935,34.05185,47.85748,,,,,,,,,,,,,
42520,6.55129,8.56085,46.94996,13.69772,21.46519,17.46753,10.66226,15.62647,182.55145,12.42359,6.11935,34.05185,47.85748,,,,,,,,,,,,,
42530,6.55129,8.56085,46.94996,13.69772,21.46519,17.46753,10.66226,15.62647,182.55145,12.42359,6.11935,34.05185,47.85748,,,,,,,,,,,,,
42540,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.66226,15.62647,182.55145,12.42359,6.11935,34.05185,47.85748,,,,,,,,,,,,,
42550,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.66226,15.62647,182.55145,12.42359,6.11935,34.05185,47.85748,,,,,,,,,,,,,
42560,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.66226,15.62647,182.55145,12.42359,6.11935,34.05185,47.85748,,,,,,,,,,,,,
42570,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.66226,15.62647,182.55145,12.42359,6.11935,34.05185,47.85748,,,,,,,,,,,,,
42580,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.66226,15.62647,182.55145,12.42359,6.11935,34.05185,47.85323,,,,,,,,,,,,,
42590,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.66226,15.62647,182.55145,12.42359,6.11935,34.05185,47.85323,,,,,,,,,,,,,
42600,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.66226,15.62647,182.55145,12.42359,6.11935,34.05185,47.85323,,,,,,,,,,,,,
42610,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.66226,15.62647,182.55145,12.42359,6.11935,34.05185,47.85323,,,,,,,,,,,,,
42620,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.65887,15.62647,182.55145,12.42359,6.11784,34.05185,47.85323,,,,,,,,,,,,,
42630,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.65887,15.62647,182.55145,12.42359,6.11784,34.05185,47.85323,,,,,,,,,,,,,
42640,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.6581,15.62647,182.55145,12.42359,6.11784,34.05185,47.85323,,,,,,,,,,,,,
42650,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.6581,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42660,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.6581,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42670,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.6581,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42680,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.6581,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42690,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.65797,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42700,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.65797,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42710,6.55086,8.56085,46.94996,13.69772,21.46519,17.46753,10.65797,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42720,6.55086,8.56085,46.94996,13.69772,21.46519,17.46423,10.65797,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42730,6.55086,8.56085,46.94996,13.69772,21.46519,17.46423,10.65744,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42740,6.55086,8.56085,46.94996,13.69772,21.46519,17.46423,10.65744,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42750,6.55086,8.56085,46.94996,13.69772,21.46519,17.46423,10.65744,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42760,6.55086,8.56085,46.94996,13.69772,21.46519,17.46423,10.65744,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42770,6.55086,8.56085,46.94996,13.69772,21.46519,17.46423,10.65744,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42780,6.55086,8.56085,46.94996,13.69772,21.46519,17.46423,10.65744,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42790,6.55086,8.56067,46.94996,13.69772,21.46519,17.46423,10.65684,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42800,6.55086,8.56067,46.94996,13.69772,21.46519,17.46423,10.65684,15.62647,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42810,6.55086,8.56067,46.94996,13.69772,21.46519,17.46423,10.65684,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42820,6.55086,8.56067,46.94996,13.69772,21.46519,17.46423,10.65684,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42830,6.55086,8.55943,46.94996,13.69772,21.46519,17.46423,10.65684,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42840,6.38288,8.55943,46.94996,13.69772,21.46519,17.46423,10.65684,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42850,6.38288,8.5514,46.94996,13.69772,21.46519,17.46423,10.65684,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42860,6.38288,8.5514,46.94996,13.69772,21.46519,17.46423,10.65684,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42870,6.38288,8.5514,46.94996,13.69772,21.46519,17.46423,10.65684,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42880,6.38288,8.5514,46.94996,13.69772,21.46519,17.46423,10.65684,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42890,6.38288,8.5514,46.94996,13.69772,21.46519,17.46423,10.65634,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42900,6.38288,8.5514,46.94996,13.69772,21.46425,17.46423,10.65634,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42910,6.38288,8.5514,46.94996,13.69772,21.46425,17.46423,10.65567,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42920,6.38223,8.5514,46.94996,13.69772,21.46425,17.46423,10.65567,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42930,6.38223,8.5514,46.94996,13.69772,21.46425,17.46423,10.65164,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42940,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.65164,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42950,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.65164,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42960,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.65164,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42970,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.65148,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42980,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.65148,15.6182,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
42990,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.65148,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43000,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.65148,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43010,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.65031,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43020,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.65031,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43030,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.64978,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43040,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.64978,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43050,6.38223,8.5514,46.94996,13.69772,21.45734,17.46423,10.64978,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43060,6.38223,8.54868,46.94996,13.69772,21.45734,17.46423,10.64978,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43070,6.38223,8.54868,46.94996,13.69772,21.45734,17.46423,10.64978,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43080,6.38223,8.54868,46.94996,13.69772,21.45734,17.46423,10.64971,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43090,6.38223,8.54868,46.94996,13.69772,21.45734,17.46423,10.64971,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43100,6.38223,8.54549,46.94996,13.69772,21.45734,17.46423,10.64971,15.61707,182.55145,12.42359,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43110,6.38223,8.54549,46.94996,13.69772,21.45734,17.46423,10.64971,15.61707,182.55145,12.42221,6.11728,34.05185,47.85323,,,,,,,,,,,,,
43120,6.38223,8.54549,46.94996,13.69772,21.45734,17.46423,10.64971,15.61707,182.55145,12.42221,6.11657,34.05185,47.85323,,,,,,,,,,,,,
43130,6.38223,8.54549,46.94996,13.69772,21.45734,17.46423,10.64971,15.61707,182.55145,12.42221,6.11653,34.05185,47.85323,,,,,,,,,,,,,
43140,6.38223,8.54549,46.94996,13.69772,21.45584,17.46423,10.64971,15.61707,182.55145,12.42221,6.11653,34.05185,47.85323,,,,,,,,,,,,,
43150,6.38223,8.54549,46.94996,13.69772,21.45584,17.46423,10.64971,15.61707,182.55145,12.42221,6.11653,34.05185,47.85323,,,,,,,,,,,,,
43160,6.38223,8.54549,46.94996,13.69772,21.45584,17.46423,10.64971,15.61707,182.55145,12.42221,6.11653,34.05185,47.85323,,,,,,,,,,,,,
43170,6.38223,8.54549,46.94996,13.69772,21.45584,17.46423,10.64971,15.61707,182.55145,12.42221,6.11653,34.05185,47.85323,,,,,,,,,,,,,
43180,6.38185,8.54549,46.94996,13.69772,21.45584,17.46423,10.64971,15.61707,182.55145,12.42221,6.11653,34.05185,47.85323,,,,,,,,,,,,,
43190,6.38185,8.54549,46.94996,13.69772,21.45584,17.46423,10.64971,15.61707,182.55145,12.42221,6.11653,34.05185,47.85323,,,,,,,,,,,,,
43200,6.38185,8.54549,46.94996,13.69772,21.45584,17.46423,10.64971,15.61663,182.55145,12.42221,6.11653,34.05185,47.85323,,,,,,,,,,,,,
43210,6.38185,8.54549,46.94996,13.69772,21.45584,17.46423,10.64971,15.61663,182.55145,12.42221,6.11653,34.05185,47.85323,,,,,,,,,,,,,
43220,6.38185,8.54549,46.94996,13.69772,21.45584,17.46313,10.64971,15.61663,182.55145,12.42221,6.11653,34.05185,47.85323,,,,,,,,,,,,,
43230,6.38185,8.54549,46.94996,13.66832,21.45584,17.4624,10.64891,15.61663,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43240,6.38185,8.54549,46.94996,13.66832,21.45584,17.4624,10.64891,15.61663,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43250,6.38185,8.54549,46.94996,13.66832,21.45584,17.4624,10.64865,15.61663,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43260,6.38185,8.54484,46.94996,13.66832,21.45584,17.4591,10.64865,15.61663,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43270,6.38185,8.54484,46.94996,13.66832,21.45584,17.4591,10.64865,15.61663,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43280,6.38185,8.54484,46.94996,13.66832,21.45584,17.4591,10.64865,15.61663,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43290,6.38185,8.54484,46.94996,13.66832,21.45584,17.4591,10.64865,15.61663,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43300,6.38185,8.54484,46.94996,13.66832,21.45584,17.4591,10.64865,15.61663,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43310,6.38185,8.54484,46.94996,13.66832,21.45584,17.4591,10.64865,15.61663,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43320,6.38185,8.54484,46.94996,13.66832,21.45584,17.4591,10.64865,15.61663,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43330,6.38185,8.54484,46.94996,13.66832,21.45584,17.4591,10.64865,15.61611,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43340,6.38185,8.54484,46.94996,13.66832,21.45584,17.4591,10.64841,15.61611,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43350,6.38185,8.54484,46.94996,13.66832,21.45584,17.4591,10.64841,15.61611,182.55145,12.42221,6.11639,34.05185,47.85323,,,,,,,,,,,,,
43360,6.38185,8.54484,46.94996,13.66832,21.45584,17.4591,10.64841,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43370,6.3812,8.54484,46.94996,13.66832,21.45584,17.4591,10.64841,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43380,6.3812,8.54484,46.94996,13.66832,21.45584,17.4591,10.64841,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43390,6.35085,8.54484,46.94996,13.66832,21.45584,17.4591,10.64841,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43400,6.35085,8.54484,46.94996,13.66832,21.45584,17.45836,10.64841,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43410,6.35085,8.54484,46.94996,13.66832,21.45584,17.45836,10.64835,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43420,6.35085,8.54484,46.94996,13.66832,21.45584,17.45836,10.64835,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43430,6.35085,8.54478,46.94996,13.66832,21.45584,17.45836,10.64835,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43440,6.35085,8.54478,46.94996,13.66832,21.45584,17.45836,10.64775,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43450,6.35085,8.54419,46.94996,13.66832,21.45584,17.45836,10.64775,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43460,6.35085,8.54419,46.94996,13.66832,21.45584,17.45836,10.64775,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43470,6.35085,8.54419,46.94996,13.66832,21.45584,17.45836,10.64775,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43480,6.35085,8.54419,46.94996,13.66832,21.45584,17.45836,10.64775,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43490,6.35085,8.54419,46.94996,13.66832,21.45584,17.45836,10.64741,15.61611,182.55145,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43500,6.35085,8.54419,46.94996,13.66832,21.45584,17.45836,10.64741,15.61611,182.50072,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43510,6.35085,8.54419,46.94996,13.66832,21.45584,17.45836,10.64741,15.61611,182.50072,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43520,6.35085,8.54419,46.94996,13.66832,21.45584,17.45836,10.64741,15.61611,182.50072,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43530,6.35085,8.54419,46.94996,13.66832,21.45584,17.45836,10.64725,15.61611,182.50072,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43540,6.35085,8.54419,46.94996,13.66832,21.45584,17.45836,10.64725,15.61611,182.50072,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43550,6.35085,8.54419,46.94996,13.66832,21.45584,17.45836,10.64725,15.61611,182.50072,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43560,6.35085,8.54419,46.94818,13.66832,21.45584,17.45836,10.64725,15.61611,182.50072,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43570,6.35085,8.54419,46.94818,13.66832,21.45584,17.45836,10.64725,15.61611,182.50072,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43580,6.35085,8.54419,46.94818,13.66832,21.45584,17.45836,10.64725,15.61611,182.50072,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43590,6.35085,8.54147,46.94818,13.66832,21.45584,17.45836,10.64725,15.61611,182.50072,12.42221,6.11625,34.05185,47.85323,,,,,,,,,,,,,
43600,6.35025,8.54147,46.94818,13.66832,21.45584,17.45836,10.64701,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43610,6.35025,8.54147,46.94818,13.66832,21.45584,17.45836,10.64655,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43620,6.35025,8.54147,46.94818,13.66832,21.45584,17.45836,10.64655,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43630,6.35025,8.54147,46.94818,13.66832,21.45584,17.45836,10.64608,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43640,6.35025,8.54147,46.94818,13.66832,21.45584,17.45689,10.64608,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43650,6.35025,8.54147,46.94818,13.66832,21.45584,17.45689,10.64339,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43660,6.35025,8.54147,46.94818,13.66832,21.45584,17.45689,10.64339,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43670,6.35025,8.54147,46.94818,13.66832,21.45584,17.45689,10.64315,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43680,6.35025,8.54147,46.94818,13.66832,21.45584,17.45689,10.64165,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43690,6.35025,8.54147,46.94818,13.66832,21.45584,17.45689,10.64165,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43700,6.35025,8.5254,46.94818,13.66832,21.45584,17.45249,10.64165,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43710,6.35025,8.5254,46.94818,13.66832,21.45584,17.45249,10.64162,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43720,6.35025,8.5254,46.94818,13.66832,21.45584,17.45249,10.64162,15.61611,182.50072,12.42221,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43730,6.35025,8.5254,46.94818,13.66832,21.45584,17.45249,10.64162,15.61611,182.50072,12.42175,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43740,6.35025,8.5254,46.94818,13.66832,21.45584,17.45249,10.64162,15.61611,182.50072,12.42175,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43750,6.35025,8.5254,46.94818,13.66832,21.45584,17.45249,10.64162,15.61611,182.50072,12.42175,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43760,6.35025,8.5254,46.94818,13.66832,21.45584,17.45029,10.63812,15.61611,182.50072,12.42175,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43770,6.35025,8.5254,46.94818,13.66832,21.45584,17.45029,10.63812,15.61611,182.50072,12.42175,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43780,6.35025,8.5254,46.94818,13.66832,21.45584,17.45029,10.63812,15.61611,182.50072,12.42175,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43790,6.35025,8.5254,46.94818,13.66832,21.45584,17.45029,10.63812,15.61611,182.50072,12.42175,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43800,6.35025,8.5254,46.94818,13.66832,21.45584,17.45029,10.63812,15.61611,182.50072,12.42175,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43810,6.35025,8.5254,46.94818,13.66832,21.45584,17.45029,10.63812,15.61611,182.50072,12.42175,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43820,6.35025,8.5254,46.94818,13.66832,21.45584,17.45029,10.63812,15.61611,182.50072,12.42175,6.11606,34.05185,47.85323,,,,,,,,,,,,,
43830,6.35025,8.5254,46.94818,13.66832,21.45584,17.45029,10.63812,15.61611,182.50072,12.42175,6.11606,34.05185,47.81285,,,,,,,,,,,,,
43840,6.35025,8.5254,46.94818,13.66832,21.45584,17.45029,10.63812,15.61611,182.50072,12.42175,6.11606,34.05185,47.81285,,,,,,,,,,,,,
43850,6.35025,8.5254,46.94818,13.66832,21.45584,17.45029,10.63786,15.61611,182.50072,12.42175,6.11606,34.05185,47.81285,,,,,,,,,,,,,
43860,6.35025,8.5254,46.94818,13.66832,21.45584,17.45029,10.63786,15.61611,182.50072,12.42175,6.11606,34.05185,47.81285,,,,,,,,,,,,,
43870,6.35025,8.5254,46.94818,13.66832,21.45584,17.41654,10.63772,15.61611,182.50072,12.42175,6.11606,34.05185,47.81285,,,,,,,,,,,,,
43880,6.35025,8.5254,46.94818,13.66832,21.45584,17.41654,10.63772,15.61611,182.50072,12.42175,6.11606,34.05185,47.81285,,,,,,,,,,,,,
43890,6.35025,8.5254,46.94818,13.66832,21.45584,17.41654,10.63772,15.61611,182.50072,12.42175,6.11606,34.05185,47.81285,,,,,,,,,,,,,
43900,6.35025,8.5254,46.94818,13.66832,21.45584,17.41654,10.63772,15.61611,182.50072,12.42175,6.11606,34.05185,47.81285,,,,,,,,,,,,,
43910,6.35025,8.5254,46.94818,13.66832,21.45584,17.41654,10.63772,15.61611,182.50072,12.42175,6.11606,34.05185,47.81285,,,,,,,,,,,,,
43920,6.35025,8.5254,46.94818,13.66832,21.45584,17.41654,10.63772,15.61611,182.50072,12.42175,6.11606,34.05185,47.81285,,,,,,,,,,,,,
