Iterations,Carleton92, Carleton91,EarlHaig83,EdHEC92,KingFahd93,LSE91,Pur93,Rye92,St.Andrews83,Trent92,TorontoAS92,TorontoE92,YorkMills83,Car-f-92 , Car-s-91 ,Ear-f-83 ,Hec-s-92 ,Kfu-s-93 ,Lse-f-91 ,Pur-s-93,Rye-s-93,Sta-f-83,Tre-s-92,Uta-s-92,Ute-s-92,yor-f-83
10,9.58485,12.54714,66.2504,30.92195,46.79889,30.28705,16.4135,33.0922,194.15047,15.27916,7.7189,56.99767,63.50573,6.05,7.81,45.46,13.66,19.04,16.51,9.21,14.02,182.48,12.21,5.74,3.08,46.93
20,9.58485,12.53881,66.2504,30.92195,46.51361,30.13078,16.39915,33.0922,194.15047,15.27916,7.7189,56.99767,63.50573,6.19,8.07,47.80,14.00,21.43,17.29,9.48,14.19,182.47,12.24,5.84,39.17,47.46
30,9.58485,12.53881,66.2504,30.92195,46.51361,30.02293,16.39915,32.93493,194.15047,15.27916,7.68015,56.99767,63.50573,6.02,8.17,47.13,13.31,20.80,16.94,9.26,14.38,182.66,12.31,5.81,32.47,45.86
40,9.58485,12.53881,66.2504,30.92195,46.3145,30.02439,16.38816,32.93493,194.15047,15.24019,7.67013,56.98713,63.50573,6.10,8.03,46.56,13.55,20.46,17.09,9.24,15.15,182.68,12.50,5.86,32.63,50.13
50,9.58485,12.49687,66.2504,30.92195,46.25805,29.91434,16.384,32.75423,194.15047,15.24019,7.67013,56.68749,63.44622,6.38,8.01,48.76,12.38,21.64,16.76,9.24,14.80,182.21,11.97,5.79,37.16,47.16
60,9.5798,12.49687,66.2504,30.17877,46.24085,29.90224,16.31454,32.75423,194.15047,15.24019,7.67013,57.30604,63.44622,6.21,7.86,45.47,13.41,21.41,17.06,9.52,14.49,182.25,11.94,5.89,32.81,48.81
70,9.57355,12.49687,66.10107,30.17877,46.23636,29.77678,16.31114,32.61263,183.88861,15.24019,7.67023,56.60785,62.87449,6.31,8.18,46.62,13.75,21.91,17.39,9.36,15.34,182.97,12.54,5.90,36.05,48.08
80,9.56389,12.47619,66.10107,30.17877,46.20046,29.77678,16.30451,32.52162,183.88861,15.24019,7.6635,56.3224,62.87449,6.10,7.96,48.32,13.67,21.21,16.46,9.26,15.68,182.46,12.28,5.86,37.52,48.77
90,9.56389,12.47619,66.10107,30.17877,44.72654,29.76724,16.29998,32.49976,183.88861,15.24019,7.6635,55.28458,62.87449,6.08,7.99,48.23,13.01,21.32,17.28,9.22,15.47,182.52,12.25,5.81,34.17,47.94
100,9.55157,12.47619,65.94907,30.17877,44.63456,29.72652,16.28237,32.49976,183.88861,15.1721,7.66153,55.28458,62.87449,6.12,8.08,46.48,12.51,20.44,16.95,9.34,15.58,182.47,11.98,5.84,33.08,49.00
110,9.55157,12.47619,65.94907,30.17877,44.49117,29.6858,16.26232,32.49976,183.88861,15.15651,7.66167,55.28458,62.87449,,,,,,,,,,,,,
120,9.53403,12.46195,65.92151,30.17877,44.39228,29.58676,16.2563,32.32228,183.81987,15.12075,7.64869,55.35622,62.87449,,,,,,,,,,,,,
130,9.53403,12.46195,65.92151,30.17877,44.39228,28.63188,16.2563,32.32228,183.81987,15.12075,7.64869,56.12931,62.56524,,,,,,,,,,,,,
140,9.53403,12.46195,65.92151,30.17877,44.37825,28.63188,16.19926,32.32228,183.81987,15.12075,7.64869,56.11731,62.35483,,,,,,,,,,,,,
150,9.52952,12.46195,65.92151,30.17877,44.31993,28.35932,16.1926,32.32228,183.81987,15.12075,7.64258,56.09622,61.01476,,,,,,,,,,,,,
160,9.52952,12.46195,65.92151,30.17877,44.27637,28.30979,16.1926,32.32228,183.81987,15.12075,7.64258,56.09622,61.01476,,,,,,,,,,,,,
170,9.52952,12.43436,65.92151,30.17877,44.27599,28.31786,16.19004,31.86543,184.12429,15.11501,7.63458,55.98967,60.99138,,,,,,,,,,,,,
180,9.53175,12.43436,65.93573,30.17877,44.27599,28.22505,16.18398,31.86543,184.12429,15.11501,7.63458,55.98276,60.99138,,,,,,,,,,,,,
190,9.52882,12.43436,65.59262,30.17877,44.25244,28.23202,16.17046,32.0336,184.12429,15.11501,7.63458,55.98276,60.99138,,,,,,,,,,,,,
200,9.52882,12.43436,65.59262,30.17877,44.21823,28.05631,16.16749,32.0336,184.12429,15.11501,7.63458,55.98276,60.99138,,,,,,,,,,,,,
210,9.52882,12.43436,65.59262,30.17877,44.19579,28.05924,16.16376,32.0336,184.12429,15.09851,7.63458,55.19076,60.99138,,,,,,,,,,,,,
220,9.52882,12.3806,65.59262,30.17877,44.17803,27.8329,16.16376,32.0336,184.12429,15.06779,7.63458,54.76495,60.99138,,,,,,,,,,,,,
230,9.51541,12.3806,65.59262,25.0137,44.16943,27.8329,16.15904,31.39413,184.38942,15.06779,7.63458,54.64676,60.62794,,,,,,,,,,,,,
240,9.50884,12.3806,65.59262,25.0137,44.14756,27.8219,16.15138,30.83582,184.38942,15.04991,7.63458,54.31731,61.22518,,,,,,,,,,,,,
250,9.50232,12.3806,65.59262,25.0137,44.13503,27.80943,16.13366,30.60679,184.38942,15.04991,7.57148,54.31731,61.22518,,,,,,,,,,,,,
260,9.47067,12.31401,65.59262,25.0137,44.13709,27.64508,16.13017,30.54496,184.38942,14.99855,7.57148,54.31731,61.22518,,,,,,,,,,,,,
270,9.45949,12.28494,65.55351,24.53973,44.13111,27.65425,16.11458,30.54496,184.38942,14.99855,7.57148,54.31731,61.22518,,,,,,,,,,,,,
280,9.45949,12.28494,65.55351,24.53973,44.041,27.65425,16.10779,30.54496,184.38942,14.96394,7.57148,54.31731,61.22518,,,,,,,,,,,,,
290,9.45949,12.06623,65.55351,24.53973,44.018,27.65425,16.09427,30.35764,184.61037,14.96394,7.57148,54.3224,61.22518,,,,,,,,,,,,,
300,9.45031,12.06623,65.05396,24.53973,43.98715,27.67076,16.08831,30.43697,184.61037,14.94926,7.57312,52.01113,61.22518,,,,,,,,,,,,,
310,9.45031,12.06623,64.60151,24.53973,43.98117,27.63848,16.08561,30.43697,184.61037,14.94399,7.57364,52.01113,61.2358,,,,,,,,,,,,,
320,9.45031,12.01524,64.60151,24.53973,43.98117,27.2544,16.08561,30.43697,184.61037,14.94399,7.5728,51.00458,61.2358,,,,,,,,,,,,,
330,9.45031,12.01323,63.89751,24.53973,43.98117,27.2544,16.07303,30.15203,184.85587,14.94124,7.5728,51.00458,61.2358,,,,,,,,,,,,,
340,9.45031,12.01323,63.52862,25.13024,43.97818,27.24413,16.06943,30.15203,184.85587,14.94124,7.57167,52.01113,61.26131,,,,,,,,,,,,,
350,9.45927,12.01323,63.19529,25.13024,43.97556,27.23569,16.06287,30.14628,184.85587,14.94124,7.5695,52.01404,61.26131,,,,,,,,,,,,,
360,9.41144,12.01323,62.51351,25.13024,43.955,27.22725,16.05172,29.6762,184.85587,14.8853,7.5695,51.75513,61.26131,,,,,,,,,,,,,
370,9.41144,12.00455,62.48596,25.13024,43.8275,27.11463,16.03074,29.6762,184.85587,14.8853,7.5695,51.75513,61.26131,,,,,,,,,,,,,
380,9.41144,11.99752,62.48596,25.13024,43.83498,26.71405,16.03074,29.51561,184.85587,14.85665,7.5695,51.79622,61.22518,,,,,,,,,,,,,
390,9.41035,11.99752,62.48596,23.28221,43.83498,26.70561,16.02161,29.51561,184.85587,14.82547,7.5695,51.79622,61.22518,,,,,,,,,,,,,
400,9.40351,11.99574,61.65929,23.28221,43.7615,26.70561,16.01932,29.52911,184.85587,14.81561,7.5695,52.12385,61.22518,,,,,,,,,,,,,
410,9.40351,11.99574,61.65929,23.28221,43.7529,26.66049,16.01932,29.50072,184.85587,14.62373,7.5695,52.12385,61.22518,,,,,,,,,,,,,
420,9.40351,11.99574,61.65396,23.28221,43.74337,26.60877,16.01932,29.34719,184.85587,14.62373,7.56631,52.44422,61.22518,,,,,,,,,,,,,
430,9.40351,11.99574,61.98729,23.28221,43.71178,26.47634,16.01662,29.16231,184.85587,14.62373,7.56631,52.44422,61.22518,,,,,,,,,,,,,
440,9.40351,11.99574,61.98729,23.28221,43.72112,26.47634,16.01372,29.16231,184.85587,14.62373,7.56631,52.36895,61.22518,,,,,,,,,,,,,
450,9.40123,11.99574,61.98729,23.29461,43.68504,26.43195,15.99871,29.15107,184.85587,14.62235,7.56198,52.36895,61.22518,,,,,,,,,,,,,
460,9.35812,11.99574,61.98729,23.29461,43.68504,26.3982,15.98932,29.10762,184.85587,14.6118,7.55413,52.36895,61.22518,,,,,,,,,,,,,
470,9.35367,11.99574,61.84418,23.29461,43.68766,26.62124,15.98818,29.08524,184.85587,14.60057,7.55413,52.36895,61.22518,,,,,,,,,,,,,
480,9.35367,11.98588,61.84418,23.29461,43.68766,26.62124,15.97363,29.08524,184.85587,14.60057,7.55939,52.36895,60.78628,,,,,,,,,,,,,
490,9.35367,11.987,61.84418,23.29461,43.67906,26.79622,15.97363,28.89252,184.85587,14.60057,7.51985,52.36895,60.78628,,,,,,,,,,,,,
500,9.35367,11.987,61.80329,23.30417,43.67233,26.71588,15.97363,28.89252,184.85587,14.60057,7.51985,52.36895,60.78628,,,,,,,,,,,,,
510,9.35367,11.89224,61.77218,21.24678,43.64709,26.71515,15.9726,28.87257,184.85587,14.60057,7.51237,52.22204,60.78628,,,,,,,,,,,,,
520,9.35367,11.87634,61.77218,21.24678,43.657,26.71515,15.96667,28.81301,184.86733,14.60195,7.51373,52.20349,60.78628,,,,,,,,,,,,,
530,9.35367,11.85667,61.77218,21.24678,43.65606,26.55264,15.95442,28.75492,184.86733,14.60195,7.50696,52.25149,60.53017,,,,,,,,,,,,,
540,9.35367,11.82636,61.77218,21.28469,43.62522,26.55264,15.95442,28.75492,184.86733,14.64642,7.50696,52.1824,60.53017,,,,,,,,,,,,,
550,9.34336,11.82636,61.77218,21.28469,43.60746,25.54787,15.95442,28.00207,184.86733,14.48182,7.50696,52.15949,60.53017,,,,,,,,,,,,,
560,9.34336,11.82636,61.77218,21.28469,43.60746,25.57428,15.95475,27.83992,184.86733,14.48182,7.50696,52.15949,60.53017,,,,,,,,,,,,,
570,9.34336,11.82636,61.76329,21.28469,43.57642,25.57428,15.95122,27.83992,184.58255,14.48182,7.50616,52.15949,60.53017,,,,,,,,,,,,,
580,9.34336,11.82636,61.76329,21.28469,43.57642,25.62821,15.95092,27.84096,184.58255,14.48182,7.50616,51.70131,60.53017,,,,,,,,,,,,,
590,9.3003,11.81927,61.76329,21.28469,43.55193,25.68507,15.95039,27.86935,184.58255,14.47815,7.50329,52.67295,60.53017,,,,,,,,,,,,,
600,9.3003,11.81927,61.76862,21.28469,43.55062,25.68507,15.89162,27.94773,184.58255,14.47815,7.50329,52.67295,60.53017,,,,,,,,,,,,,
610,9.29775,11.76675,61.74373,21.28469,43.55062,25.51009,15.88696,27.94773,184.58255,14.47815,7.48721,52.66422,60.53017,,,,,,,,,,,,,
620,9.29775,11.76675,61.74373,21.28469,43.55735,25.51265,15.88696,27.93824,184.58255,14.45981,7.48721,52.66422,60.53017,,,,,,,,,,,,,
630,9.25486,11.76344,61.59707,21.28469,43.48201,25.50532,15.88057,27.87127,184.58255,14.45385,7.48721,52.22749,60.53017,,,,,,,,,,,,,
640,9.25486,11.76462,61.59707,21.28469,43.48257,25.49981,15.88057,27.66766,184.58255,14.45889,7.48627,52.13295,60.53017,,,,,,,,,,,,,
650,9.25486,11.76462,61.6104,21.28469,43.48257,25.49395,15.87957,27.59225,184.58746,14.42703,7.45613,52.13295,60.53017,,,,,,,,,,,,,
660,9.12407,11.76545,61.6104,21.28469,43.4321,25.48808,15.87957,27.59068,184.56782,14.33005,7.45613,52.13295,60.53017,,,,,,,,,,,,,
670,9.11978,11.75735,61.6104,21.29709,43.4321,25.48771,15.87138,27.59068,184.56782,14.33005,7.44386,52.13295,60.53017,,,,,,,,,,,,,
680,9.11978,11.75735,61.6104,21.29709,43.43247,25.48771,15.86711,27.48687,184.56782,14.33005,7.43718,51.37076,60.53017,,,,,,,,,,,,,
690,9.10952,11.75919,61.6104,21.29709,43.43247,25.38756,15.86711,27.46502,184.56782,14.33005,7.43718,51.32313,60.5121,,,,,,,,,,,,,
700,9.07955,11.75919,61.53218,21.21455,43.43247,25.38756,15.86711,27.46467,184.97371,14.33005,7.43718,50.37876,60.5121,,,,,,,,,,,,,
710,9.07955,11.75919,61.53218,21.21455,42.94266,25.38793,15.84101,27.46467,184.97371,14.31286,7.43958,50.37876,60.37502,,,,,,,,,,,,,
720,9.07955,11.75919,61.53218,21.21455,42.93892,25.38793,15.84067,27.46467,184.97371,14.31286,7.43963,50.37876,60.37502,,,,,,,,,,,,,
730,9.07847,11.75919,61.53218,21.21455,42.93892,25.38096,15.80654,27.3815,184.97371,14.31492,7.44038,50.55695,60.37502,,,,,,,,,,,,,
740,9.07847,11.75919,61.53129,21.21455,42.93369,25.37362,15.75923,27.3815,184.97371,14.32065,7.44137,50.52058,60.37502,,,,,,,,,,,,,
750,9.07847,11.75919,61.4904,21.21455,42.86956,25.37362,15.75923,27.35694,184.97371,14.32065,7.43972,50.98822,60.42071,,,,,,,,,,,,,
760,9.07847,11.76568,61.4904,21.21455,42.86825,25.37656,15.75923,27.32385,184.97371,14.32065,7.43972,50.98822,60.42071,,,,,,,,,,,,,
770,9.07847,11.76781,61.23796,21.21455,42.84208,25.34758,15.74907,27.27656,184.97371,14.32065,7.43972,50.98822,60.42071,,,,,,,,,,,,,
780,9.07847,11.76781,61.25751,21.21455,42.81927,25.35748,15.74907,27.26019,184.97371,14.32065,7.43798,50.7344,60.01157,,,,,,,,,,,,,
790,9.07847,11.76592,61.25751,21.13095,42.81628,25.3329,15.73119,27.20184,185.00317,14.31515,7.43798,50.7344,60.01157,,,,,,,,,,,,,
800,9.07847,11.76592,61.25751,21.13095,42.81105,25.3329,15.72806,26.93554,185.00317,14.31515,7.42082,50.92422,60.01157,,,,,,,,,,,,,
810,9.0295,11.80332,61.25751,21.13095,42.81684,25.33877,15.72293,26.93554,185.00317,14.3085,7.42082,50.86276,60.01157,,,,,,,,,,,,,
820,9.05376,11.80332,61.25751,21.13095,42.82731,25.34354,15.72293,26.93554,185.00317,14.3085,7.41978,51.0624,60.01157,,,,,,,,,,,,,
830,9.05072,11.80113,61.25751,21.13095,42.81647,25.17626,15.68358,26.93554,185.00317,14.3085,7.42669,50.93222,60.01157,,,,,,,,,,,,,
840,9.05072,11.80113,61.51084,21.13095,42.7959,25.17626,15.66709,26.80047,185.00317,14.3085,7.42669,50.86167,60.01157,,,,,,,,,,,,,
850,9.0479,11.80113,61.5944,21.13095,42.82395,25.16966,15.66709,26.80299,185.00317,14.30461,7.42669,49.21404,60.01901,,,,,,,,,,,,,
860,9.04752,11.80113,61.5944,21.13095,42.81535,25.188,15.66579,26.776,185.00317,14.30461,7.42669,49.21404,60.01901,,,,,,,,,,,,,
870,9.04578,11.80113,61.5944,21.13095,42.81049,25.16746,15.65234,26.62229,185.00317,14.30461,7.42669,49.21404,60.01901,,,,,,,,,,,,,
880,9.04426,11.80113,61.5944,21.13095,42.81049,25.16746,15.64791,26.56194,185.00317,14.30461,7.42669,49.21404,59.86598,,,,,,,,,,,,,
890,9.04426,11.80113,61.5944,21.13095,42.81049,25.03687,15.64535,26.55306,185.00317,14.2826,7.42669,49.21404,60.16673,,,,,,,,,,,,,
900,9.02038,11.80113,61.5944,21.13095,42.81049,25.01449,15.64535,26.5568,185.00317,14.2826,7.42669,49.21404,60.16673,,,,,,,,,,,,,
910,8.96663,11.73307,61.13396,21.65911,42.77048,25.01192,15.65128,26.5568,185.00317,14.2826,7.41531,48.55731,60.16673,,,,,,,,,,,,,
920,8.96386,11.73307,61.13396,21.65911,42.77048,24.95506,15.64658,26.5568,185.00317,14.26586,7.41531,48.57695,60.16673,,,,,,,,,,,,,
930,8.96386,11.73295,61.13396,21.65911,42.80862,24.98587,15.64525,26.50786,184.95571,14.27251,7.40925,48.57695,59.82029,,,,,,,,,,,,,
940,8.96386,11.72716,61.13396,21.65911,42.80525,24.97597,15.64525,26.50786,184.95571,14.27251,7.40925,48.57695,59.53655,,,,,,,,,,,,,
950,8.96386,11.72716,61.19618,21.65911,42.77515,24.90224,15.64538,26.50786,184.95571,14.27251,7.40925,48.52604,59.53655,,,,,,,,,,,,,
960,8.96386,11.71931,61.19618,21.65911,42.76001,24.89343,15.64538,26.20202,184.95571,14.27251,7.40925,48.51076,59.53655,,,,,,,,,,,,,
970,8.96386,11.71931,61.19618,21.65911,42.75029,24.91544,15.6259,26.20202,184.95571,14.27251,7.40925,48.51076,59.53655,,,,,,,,,,,,,
980,8.94822,11.70613,59.81307,21.65911,42.71271,24.91544,15.6259,26.1543,184.95571,14.2191,7.40925,48.53804,59.53655,,,,,,,,,,,,,
990,8.9315,11.70613,59.80329,21.65911,42.71271,24.91544,15.58465,26.1543,185.46471,14.2191,7.40915,48.53804,59.53655,,,,,,,,,,,,,
1000,8.91928,11.70613,59.80329,21.65911,42.71271,24.87105,15.58202,26.04596,185.41725,14.16247,7.4085,49.42749,59.53336,,,,,,,,,,,,,
1010,8.92059,11.70613,59.80329,21.65911,42.73271,24.87105,15.58202,26.04596,185.41725,14.1627,7.4085,49.34967,59.53336,,,,,,,,,,,,,
1020,8.90463,11.70365,59.80329,21.65911,42.71794,24.85161,15.58202,26.04596,185.41725,14.1627,7.40205,49.34967,59.53336,,,,,,,,,,,,,
1030,8.90463,11.70465,59.84684,21.65805,42.71794,24.85161,15.58188,25.72862,185.41725,14.1627,7.40205,49.34967,59.53336,,,,,,,,,,,,,
1040,8.8986,11.70465,59.84684,21.65805,42.71458,24.83841,15.58188,25.72862,185.41725,14.1627,7.39632,49.34967,59.19223,,,,,,,,,,,,,
1050,8.8986,11.70465,59.84684,21.65805,42.71458,24.79182,15.57712,25.75405,185.41725,14.1627,7.39514,49.34967,59.19223,,,,,,,,,,,,,
1060,8.8986,11.70465,59.84684,21.65805,42.71458,24.88463,15.57712,25.7409,185.41725,14.1627,7.37873,49.34967,59.19223,,,,,,,,,,,,,
1070,8.87308,11.70465,59.84684,21.69985,42.6785,24.80319,15.57712,25.73063,185.41725,14.1627,7.37356,50.09913,59.13697,,,,,,,,,,,,,
1080,8.87227,11.68598,59.84684,21.69985,42.56689,24.91104,15.57033,25.66871,185.41725,14.1627,7.37012,50.09913,59.13697,,,,,,,,,,,,,
1090,8.87227,11.68598,59.84684,21.69985,42.57418,24.8153,15.5654,25.66871,185.41725,14.1627,7.36575,49.75258,59.13697,,,,,,,,,,,,,
1100,8.87227,11.68598,59.84684,21.69985,42.57418,24.8153,15.5654,25.65408,185.41725,14.1627,7.36575,49.75258,59.13697,,,,,,,,,,,,,
1110,8.86733,11.67234,59.84684,21.69985,42.5581,24.92755,15.54872,25.64615,185.41725,14.1627,7.36232,49.75258,59.13697,,,,,,,,,,,,,
1120,8.86733,11.67062,59.84684,21.69985,40.01015,24.93232,15.54356,25.63048,185.41725,14.1627,7.36232,49.91295,59.13697,,,,,,,,,,,,,
1130,8.86733,11.67003,59.84684,21.69985,39.97201,24.93525,15.54642,25.60113,185.41725,14.1627,7.36232,49.91513,59.13697,,,,,,,,,,,,,
1140,8.85533,11.65922,59.84684,21.73988,40.0724,24.86629,15.51196,25.60113,185.01136,14.1627,7.36232,49.90931,59.20498,,,,,,,,,,,,,
1150,8.85533,11.65922,60.07173,21.73988,40.01669,24.80062,15.53174,25.60113,185.01136,14.1627,7.37003,49.90931,59.20498,,,,,,,,,,,,,
1160,8.85533,11.65922,60.07173,21.73988,39.98341,24.65462,15.48319,25.60191,185.01136,14.1627,7.36947,49.90931,59.20498,,,,,,,,,,,,,
1170,8.85533,11.65733,60.07173,21.73988,40.06829,24.65792,15.44593,25.67541,185.01136,14.16155,7.37271,49.90931,59.20498,,,,,,,,,,,,,
1180,8.85533,11.65733,60.43262,21.73988,40.06866,24.73936,15.44593,25.67541,185.01136,14.16935,7.37271,49.40022,59.20498,,,,,,,,,,,,,
1190,8.85533,11.65733,60.43262,21.73988,40.04399,24.69937,15.44593,25.67541,185.01136,14.16224,7.37271,49.85222,59.20498,,,,,,,,,,,,,
1200,8.86076,11.65048,60.43262,21.73988,40.04417,24.69387,15.44373,25.67541,185.01136,14.16224,7.36843,49.81513,58.98075,,,,,,,,,,,,,
1210,8.86076,11.65048,60.43262,21.73988,40.02174,24.69387,15.44203,25.67733,185.01136,14.16224,7.36843,49.81513,58.98075,,,,,,,,,,,,,
1220,8.86076,11.65048,60.43262,21.73988,40.05427,24.68874,15.42169,25.67733,185.01136,14.16224,7.37483,49.81513,59.09978,,,,,,,,,,,,,
1230,8.86076,11.58307,60.3704,21.73988,40.05427,24.688,15.42169,25.33639,185.01136,14.16224,7.37483,49.81513,58.8256,,,,,,,,,,,,,
1240,8.86076,11.56398,60.3704,21.73988,40.03707,24.6792,15.41996,25.28667,185.01136,14.17118,7.37483,49.81513,58.77247,,,,,,,,,,,,,
1250,8.86076,11.56398,60.3704,21.73988,40.0767,24.68837,15.40241,25.28527,185.01136,14.17118,7.37483,50.40967,58.77247,,,,,,,,,,,,,
1260,8.82433,11.56398,60.35084,21.73988,40.02006,24.68837,15.40054,25.22196,185.01136,14.17118,7.37643,50.40967,58.77247,,,,,,,,,,,,,
1270,8.82433,11.56398,60.29307,21.73988,40.02006,24.68837,15.39775,25.19279,185.01136,14.15582,7.37502,49.92204,58.77247,,,,,,,,,,,,,
1280,8.82281,11.56398,60.29307,21.73988,39.99968,24.68617,15.39392,25.24016,185.00645,14.15582,7.37502,49.92204,58.77247,,,,,,,,,,,,,
1290,8.82237,11.55985,60.26462,21.73988,39.99968,24.49945,15.39392,24.89469,185.00645,14.15582,7.36552,50.12058,58.77247,,,,,,,,,,,,,
1300,8.82237,11.55985,60.26462,21.73988,39.88209,23.49615,15.38433,24.89469,185.00645,14.15582,7.36552,50.12058,58.77247,,,,,,,,,,,,,
1310,8.82053,11.36382,60.26462,21.73988,39.85404,23.49615,15.37587,24.89469,185.00645,14.14688,7.36552,48.79622,58.77247,,,,,,,,,,,,,
1320,8.82053,11.36382,60.26462,21.73988,39.85797,23.49358,15.37587,24.86552,185.00645,14.14688,7.35014,48.79622,58.77247,,,,,,,,,,,,,
1330,8.82031,11.36275,60.26462,21.73988,39.85797,23.47634,15.36382,24.89504,185.00645,14.14688,7.34671,49.0064,58.77247,,,,,,,,,,,,,
1340,8.82281,11.36275,60.27262,21.73988,39.85797,23.47414,15.36382,24.89269,184.7724,14.14734,7.34671,49.06022,58.77247,,,,,,,,,,,,,
1350,8.82145,11.36275,60.27262,21.73988,39.85834,23.39233,15.34047,24.66183,184.7724,14.12969,7.3445,48.3904,58.77247,,,,,,,,,,,,,
1360,8.82145,11.36275,60.27262,21.73031,39.82993,23.36445,15.31903,24.6485,184.7724,14.12327,7.3445,48.38313,58.77247,,,,,,,,,,,,,
1370,8.82145,11.36275,60.27084,21.73031,39.82993,23.36262,15.30764,24.6485,184.7724,14.12327,7.34168,48.37913,58.77247,,,,,,,,,,,,,
1380,8.80885,11.36275,60.27084,21.73031,39.83965,23.36262,15.30764,24.64467,184.7724,14.12327,7.34026,48.28531,58.77247,,,,,,,,,,,,,
1390,8.781,11.33546,60.27084,21.73031,39.85629,23.39013,15.29266,24.64467,184.7724,14.12327,7.35748,48.25513,58.77247,,,,,,,,,,,,,
1400,8.781,11.33546,60.27084,21.73031,39.85591,23.39306,15.29266,24.63936,184.7724,14.12327,7.35748,48.18458,58.77247,,,,,,,,,,,,,
1410,8.77726,11.33546,60.27084,21.73031,39.85591,23.39306,15.30824,24.65225,184.7724,14.12648,7.35531,48.18458,58.77247,,,,,,,,,,,,,
1420,8.76966,11.33546,60.27084,21.73031,39.85218,23.39306,15.30058,24.46057,184.7724,14.12648,7.35531,48.18458,58.77247,,,,,,,,,,,,,
1430,8.76966,11.3276,60.27084,21.73031,39.85704,23.40664,15.29263,24.56795,184.7724,14.12648,7.35531,48.18458,58.77247,,,,,,,,,,,,,
1440,8.76966,11.32896,60.30107,21.73031,39.86451,23.4037,15.29263,24.56725,184.7724,14.15926,7.35282,48.18458,57.92762,,,,,,,,,,,,,
1450,8.76966,11.32896,60.30107,21.73031,39.86451,23.25477,15.28204,24.62708,184.7724,14.15926,7.35282,48.20495,57.92762,,,,,,,,,,,,,
1460,8.76938,11.32896,60.30107,21.19082,39.88059,23.25477,15.27152,24.62316,184.7724,14.15926,7.35282,48.20495,57.92762,,,,,,,,,,,,,
1470,8.76938,11.3266,60.30107,21.17346,39.87461,23.26577,15.27165,24.63474,184.7724,14.15926,7.35282,48.20495,57.92762,,,,,,,,,,,,,
1480,8.72085,11.32205,60.30107,21.17346,39.86526,23.26577,15.26066,24.57744,184.7724,14.15926,7.35103,48.20495,57.84579,,,,,,,,,,,,,
1490,8.72085,11.3162,60.30107,21.17346,39.86526,23.15169,15.26079,24.57744,184.7724,14.15926,7.35103,48.08858,57.84579,,,,,,,,,,,,,
1500,8.69815,11.3162,60.30996,21.17346,39.86526,23.15169,15.26089,24.65521,184.7724,14.15926,7.35103,48.08858,57.84579,,,,,,,,,,,,,
1510,8.69815,11.3162,60.30996,21.17346,39.86451,23.15169,15.25517,24.52537,184.7724,14.15743,7.35103,48.06495,57.84579,,,,,,,,,,,,,
1520,8.69674,11.31951,60.31084,21.17346,39.87536,23.31676,15.23186,24.53913,184.7724,14.15743,7.34633,48.07731,57.84579,,,,,,,,,,,,,
1530,8.69674,11.31951,60.31084,21.17346,39.87517,23.31676,15.23186,24.27604,184.56946,14.15743,7.34633,47.71476,57.84579,,,,,,,,,,,,,
1540,8.69674,11.31951,60.31084,21.17346,39.87984,23.36372,15.22973,24.35302,184.56946,14.15743,7.34633,47.99258,57.84579,,,,,,,,,,,,,
1550,8.69234,11.31951,60.34907,21.17346,39.87984,23.37472,15.21498,24.35433,184.56946,14.16339,7.34633,47.65876,57.84579,,,,,,,,,,,,,
1560,8.63626,11.31951,59.74551,21.17346,39.87984,23.35968,15.18111,24.24922,184.56946,14.16339,7.34925,47.65876,57.84579,,,,,,,,,,,,,
1570,8.63626,11.31951,59.74551,21.17346,39.85685,23.35968,15.18111,24.2453,184.52036,14.16339,7.3461,47.65876,57.84579,,,,,,,,,,,,,
1580,8.63626,11.31951,59.77218,21.17346,39.87797,23.39086,15.18168,24.2453,184.41888,14.16339,7.3461,47.65876,57.84579,,,,,,,,,,,,,
1590,8.63355,11.32004,59.77218,21.17346,39.87797,23.32006,15.17622,24.19183,184.41888,14.15307,7.33599,47.31658,57.84579,,,,,,,,,,,,,
1600,8.63355,11.32004,59.77218,23.99528,38.48332,23.31676,15.17622,24.19183,184.41888,14.15307,7.33599,47.28313,57.84579,,,,,,,,,,,,,
1610,8.62052,11.32004,59.76062,23.99528,38.46986,23.3241,15.17715,24.16152,184.41888,14.16155,7.32884,47.28313,57.84579,,,,,,,,,,,,,
1620,8.60852,11.32004,59.76062,23.99528,38.45416,23.32557,15.16739,24.32733,184.41888,14.16155,7.32884,47.3024,57.84579,,,,,,,,,,,,,
1630,8.60852,11.32004,59.76062,23.99528,38.45565,23.3307,15.16276,24.32733,184.41888,14.15559,7.33481,47.32604,57.84579,,,,,,,,,,,,,
1640,8.62654,11.32004,59.74196,23.99528,38.45565,23.34831,15.13493,24.37366,184.41888,14.15788,7.33481,47.32604,57.84579,,,,,,,,,,,,,
1650,8.62654,11.32004,59.75262,23.99528,38.45565,23.34831,15.13493,24.33421,184.41888,14.15788,7.33481,46.94858,57.84579,,,,,,,,,,,,,
1660,8.61047,11.32004,59.75262,23.99528,38.4622,23.34721,15.1316,24.33421,184.41888,14.16132,7.33457,46.94858,57.84579,,,,,,,,,,,,,
