Iterations,Carleton92,Carleton91,EarlHaig83,EdHEC92,KingFahd93,LSE91,Pur93,Rye92,St.Andrews83,Trent92,TorontoAS92,TorontoE92,YorkMills83,Car-f-92 , Car-s-91 ,Ear-f-83 ,Hec-s-92 ,Kfu-s-93 ,Lse-f-91 ,Pur-s-93,Rye-s-93,Sta-f-83,Tre-s-92,Uta-s-92,Ute-s-92,yor-f-83
37570,6.28461,7.86766,49.02729,14.81143,20.36816,17.23826,9.60349,14.57074,183.15047,11.94972,5.76437,32.13731,47.46747,,,,,,,,,,,,,
37580,6.28461,7.86766,49.02729,14.81143,20.36816,17.23826,9.60349,14.57074,183.15047,11.94972,5.76437,32.13731,47.46747,,,,,,,,,,,,,
37590,6.28461,7.86766,49.02729,14.81143,20.36816,17.23826,9.60349,14.57074,183.15047,11.94972,5.76437,32.13731,47.46747,,,,,,,,,,,,,
37600,6.28461,7.86766,49.02729,14.81143,20.36816,17.23826,9.60349,14.57074,183.15047,11.94972,5.76437,32.13731,47.46747,,,,,,,,,,,,,
37610,6.28293,7.86766,49.02729,14.81143,20.36816,17.23826,9.60349,14.57074,183.15047,11.94972,5.76437,32.13731,47.46747,,,,,,,,,,,,,
37620,6.28293,7.86766,49.02729,14.81143,20.36816,17.23826,9.60349,14.57074,183.15047,11.94972,5.76437,32.13731,47.46747,,,,,,,,,,,,,
37630,6.28293,7.86766,49.02729,14.81143,20.36816,17.23826,9.60349,14.57074,183.15047,11.94926,5.76437,32.13731,47.46747,,,,,,,,,,,,,
37640,6.28293,7.86766,49.02729,14.81143,20.36816,17.23826,9.60336,14.57074,183.15047,11.94926,5.76437,32.13731,47.46747,,,,,,,,,,,,,
37650,6.28293,7.86766,49.02729,14.81143,20.36816,17.23826,9.60336,14.57074,183.15047,11.94926,5.76437,32.13731,47.46747,,,,,,,,,,,,,
37660,6.28293,7.86766,49.02729,14.81143,20.36816,17.23826,9.60336,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37670,6.28293,7.86766,49.02729,14.81143,20.36816,17.23826,9.60336,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37680,6.28293,7.86577,49.02729,14.81143,20.36816,17.23826,9.60336,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37690,6.28293,7.86577,49.02729,14.81143,20.36816,17.23826,9.6027,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37700,6.28293,7.86577,49.02729,14.81143,20.36816,17.23826,9.6027,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37710,6.28293,7.86577,49.02729,14.81143,20.36816,17.23826,9.6027,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37720,6.28293,7.86577,49.02729,14.81143,20.36816,17.23826,9.6027,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37730,6.28293,7.86565,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37740,6.28293,7.86565,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37750,6.28293,7.86565,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37760,6.28293,7.86565,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37770,6.28293,7.86565,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37780,6.28293,7.86565,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37790,6.28293,7.86565,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76409,32.13731,47.46747,,,,,,,,,,,,,
37800,6.28293,7.86565,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37810,6.28293,7.86565,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37820,6.28293,7.86565,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37830,6.28293,7.86565,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37840,6.28293,7.8471,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37850,6.28098,7.84662,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37860,6.28098,7.84662,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37870,6.28098,7.84662,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37880,6.28098,7.84662,49.02729,14.81143,20.36816,17.23826,9.59937,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37890,6.28098,7.84662,49.02729,14.81143,20.36816,17.23826,9.5954,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37900,6.28098,7.84662,49.02729,14.81143,20.36816,17.23826,9.5954,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37910,6.28098,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37920,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37930,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37940,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37950,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37960,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37970,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37980,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
37990,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
38000,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76404,32.13731,47.46747,,,,,,,,,,,,,
38010,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38020,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38030,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38040,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38050,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38060,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38070,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38080,6.27929,7.84662,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38090,6.27929,7.84621,49.02729,14.81143,20.36816,17.23826,9.5953,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38100,6.27929,7.84621,49.02729,14.81143,20.36816,17.23826,9.5952,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38110,6.27929,7.84621,49.02729,14.81143,20.36816,17.23826,9.5952,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38120,6.27929,7.84621,49.02729,14.81143,20.36816,17.23826,9.5952,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38130,6.27929,7.84621,49.02729,14.81143,20.36816,17.23753,9.5952,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38140,6.27929,7.84621,49.02729,14.81143,20.36816,17.23753,9.5952,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38150,6.27929,7.84621,49.02729,14.81143,20.36816,17.23753,9.5952,14.57074,183.15047,11.94926,5.76395,32.13731,47.46747,,,,,,,,,,,,,
38160,6.27929,7.84621,49.02729,14.81143,20.36816,17.23753,9.5952,14.57074,183.15047,11.94926,5.76376,32.13731,47.46747,,,,,,,,,,,,,
38170,6.27929,7.84355,49.02729,14.81143,20.36816,17.23753,9.59517,14.57074,183.15047,11.94926,5.76376,32.13731,47.46747,,,,,,,,,,,,,
38180,6.27929,7.84355,49.02729,14.81143,20.36816,17.23753,9.59517,14.57074,183.15047,11.94926,5.76376,32.13731,47.46747,,,,,,,,,,,,,
38190,6.27929,7.8432,49.02729,14.81143,20.36816,17.23753,9.59517,14.57074,183.15047,11.94926,5.76376,32.13731,47.46747,,,,,,,,,,,,,
38200,6.27929,7.8432,49.02729,14.81143,20.36816,17.23753,9.59517,14.57074,183.15047,11.94926,5.76376,32.13731,47.46747,,,,,,,,,,,,,
38210,6.27929,7.8432,49.02729,14.81143,20.36685,17.23753,9.59517,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38220,6.27929,7.8432,49.02729,14.81143,20.36685,17.23753,9.59517,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38230,6.27929,7.8432,49.02729,14.81143,20.36685,17.23753,9.59517,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38240,6.27929,7.8432,49.02729,14.81143,20.36685,17.23753,9.5951,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38250,6.27929,7.8432,49.02729,14.81143,20.36685,17.23349,9.5951,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38260,6.27929,7.8432,49.02729,14.81143,20.36685,17.23349,9.59457,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38270,6.27929,7.8432,49.02729,14.81143,20.36685,17.23349,9.59454,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38280,6.27929,7.8432,49.02729,14.81143,20.36685,17.23349,9.59454,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38290,6.27929,7.8432,49.02729,14.81143,20.36685,17.23349,9.59447,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38300,6.27929,7.8432,49.02729,14.81143,20.36685,17.23349,9.59447,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38310,6.27929,7.8432,49.02729,14.81143,20.36685,17.23349,9.59447,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38320,6.27924,7.8432,49.02729,14.81143,20.36685,17.23349,9.59444,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38330,6.27924,7.8432,49.02729,14.81143,20.36685,17.23349,9.59444,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38340,6.27924,7.84278,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94926,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38350,6.27924,7.84278,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38360,6.27924,7.84278,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38370,6.27924,7.84278,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38380,6.27924,7.84219,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38390,6.27924,7.84219,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38400,6.27924,7.84219,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38410,6.27924,7.84219,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38420,6.27924,7.84219,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38430,6.27924,7.84219,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38440,6.27924,7.83445,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38450,6.27891,7.83445,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38460,6.27891,7.83445,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38470,6.27891,7.83445,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38480,6.27891,7.83445,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38490,6.27891,7.83445,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38500,6.27891,7.83445,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76305,32.13731,47.46747,,,,,,,,,,,,,
38510,6.27891,7.82754,49.02729,14.81143,20.36685,17.23349,9.5944,14.57074,183.15047,11.94285,5.76282,32.13731,47.46747,,,,,,,,,,,,,
38520,6.27891,7.82754,49.02729,14.81143,20.36685,17.23349,9.5938,14.57074,183.15047,11.94285,5.76282,32.13731,47.46747,,,,,,,,,,,,,
38530,6.27891,7.82754,49.02729,14.81143,20.36685,17.23349,9.5938,14.57074,183.15047,11.94285,5.76282,32.13731,47.46747,,,,,,,,,,,,,
38540,6.27891,7.82754,49.02729,14.81143,20.36685,17.23349,9.5938,14.57074,183.15047,11.94285,5.76282,32.13731,47.46747,,,,,,,,,,,,,
38550,6.27772,7.82754,49.02729,14.81143,20.36685,17.23349,9.5937,14.57074,183.15047,11.94285,5.76282,32.13731,47.46747,,,,,,,,,,,,,
38560,6.27772,7.82754,49.02729,14.81143,20.36685,17.23349,9.59214,14.57074,183.15047,11.94285,5.76282,32.13731,47.46747,,,,,,,,,,,,,
38570,6.27772,7.82754,49.02729,14.81143,20.36685,17.23349,9.59214,14.57074,183.15047,11.94285,5.76282,32.13731,47.46747,,,,,,,,,,,,,
38580,6.27772,7.82754,49.02729,14.81143,20.36685,17.23312,9.59214,14.57074,183.15047,11.94285,5.76282,32.13731,47.46747,,,,,,,,,,,,,
38590,6.27772,7.82754,49.02729,14.81143,20.36685,17.23312,9.59201,14.57074,183.15047,11.94285,5.76282,32.13731,47.46747,,,,,,,,,,,,,
38600,6.27772,7.82754,49.02729,14.81143,20.36685,17.23312,9.59201,14.57074,183.15047,11.94285,5.76282,32.13731,47.46747,,,,,,,,,,,,,
38610,6.27772,7.82754,49.02729,14.81143,20.36685,17.23312,9.59201,14.57074,183.15047,11.94285,5.76282,32.13731,47.46747,,,,,,,,,,,,,
38620,6.27772,7.82754,49.02729,14.81143,20.36685,17.23312,9.59201,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38630,6.27587,7.82754,49.02729,14.81143,20.36685,17.23312,9.59187,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38640,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59067,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38650,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59067,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38660,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59067,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38670,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59061,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38680,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59061,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38690,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59061,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38700,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59061,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38710,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59061,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38720,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59037,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38730,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59037,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38740,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59037,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38750,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59037,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38760,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59037,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38770,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59037,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38780,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59037,14.57074,183.15047,11.94285,5.76263,32.13731,47.46747,,,,,,,,,,,,,
38790,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59037,14.57074,183.15047,11.94285,5.76244,32.13731,47.46747,,,,,,,,,,,,,
38800,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.59037,14.57074,183.15047,11.94285,5.76244,32.13731,47.46747,,,,,,,,,,,,,
38810,6.27587,7.82725,49.02729,14.81143,20.36685,17.23312,9.58971,14.57074,183.15047,11.94285,5.76244,32.13731,47.46747,,,,,,,,,,,,,
38820,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58971,14.57074,183.15047,11.94285,5.76244,32.13731,47.46747,,,,,,,,,,,,,
38830,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58971,14.57074,183.15047,11.94285,5.76244,32.13731,47.46747,,,,,,,,,,,,,
38840,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58971,14.57074,183.15047,11.94285,5.76244,32.13731,47.46747,,,,,,,,,,,,,
38850,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58968,14.57074,183.15047,11.94285,5.76244,32.13731,47.46747,,,,,,,,,,,,,
38860,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58968,14.57074,183.15047,11.94285,5.76244,32.13731,47.46747,,,,,,,,,,,,,
38870,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58968,14.57074,183.15047,11.94285,5.76244,32.13731,47.46747,,,,,,,,,,,,,
38880,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58968,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
38890,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58968,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
38900,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58948,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
38910,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58948,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
38920,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58948,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
38930,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58948,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
38940,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58948,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
38950,6.27555,7.82725,49.02729,14.81143,20.36685,17.23312,9.58948,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
38960,6.27555,7.82666,49.02729,14.81143,20.36685,17.23312,9.58948,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
38970,6.27555,7.82666,49.02729,14.81143,20.36685,17.23312,9.58934,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
38980,6.27555,7.82666,49.02729,14.81143,20.36685,17.23312,9.58934,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
38990,6.27555,7.82666,49.02729,14.81143,20.36685,17.23312,9.58934,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
39000,6.27555,7.82666,49.02729,14.81143,20.36685,17.23312,9.58934,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
39010,6.27555,7.82666,49.02729,14.81143,20.36685,17.23312,9.58934,14.57074,183.15047,11.94285,5.76225,32.13731,47.46747,,,,,,,,,,,,,
39020,6.27555,7.82666,49.02729,14.81143,20.36685,17.23312,9.58934,14.57074,183.15047,11.94285,5.76197,32.13731,47.46747,,,,,,,,,,,,,
39030,6.27555,7.82666,49.02729,14.81143,20.36685,17.05447,9.58934,14.57074,183.15047,11.94285,5.76197,32.13731,47.46747,,,,,,,,,,,,,
39040,6.27555,7.82666,49.02729,14.81143,20.36685,17.05447,9.58934,14.57074,183.15047,11.94285,5.76197,32.13731,47.46747,,,,,,,,,,,,,
39050,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58934,14.57074,183.15047,11.94285,5.76197,32.13731,47.46747,,,,,,,,,,,,,
39060,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58934,14.57074,183.15047,11.94285,5.76197,32.13731,47.46747,,,,,,,,,,,,,
39070,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58901,14.57074,183.15047,11.94285,5.76197,32.13731,47.46747,,,,,,,,,,,,,
39080,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58901,14.57074,183.15047,11.94285,5.76197,32.13731,47.46747,,,,,,,,,,,,,
39090,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58874,14.57074,183.15047,11.94285,5.76197,32.13731,47.46747,,,,,,,,,,,,,
39100,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58628,14.57074,183.15047,11.94285,5.76197,32.13731,47.46747,,,,,,,,,,,,,
39110,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58628,14.57074,183.15047,11.94285,5.76197,32.13731,47.46747,,,,,,,,,,,,,
39120,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58628,14.57074,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39130,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58628,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39140,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58365,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39150,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58365,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39160,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58365,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39170,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58365,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39180,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58332,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39190,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58332,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39200,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58332,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39210,6.27555,7.82341,49.02729,14.81143,20.36685,17.05447,9.58332,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39220,6.27555,7.82341,49.02729,14.81143,20.36685,17.05411,9.58332,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39230,6.27555,7.82341,49.02729,14.81143,20.36685,17.05411,9.58332,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39240,6.27555,7.82341,49.02729,14.81143,20.36685,17.05411,9.58332,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39250,6.27555,7.82341,49.02729,14.81143,20.36685,17.05411,9.58332,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
39260,6.27555,7.82341,49.02729,14.81143,20.36685,17.05411,9.58332,14.56882,183.15047,11.94285,5.76192,32.13731,47.46747,,,,,,,,,,,,,
