Iterations,Carleton92,Carleton91,EarlHaig83,EdHEC92,KingFahd93,LSE91,Rye92,St.Andrews83,Trent92,TorontoAS92,TorontoE92,YorkMills83,Car-f-92 , Car-s-91 ,Ear-f-83 ,Hec-s-92 ,Kfu-s-93 ,Lse-f-91 ,Pur-s-93,Rye-s-93,Sta-f-83,Tre-s-92,Uta-s-92,Ute-s-92,yor-f-83,test,test1
28600,7.43609,8.94618,48.04773,17.67576,25.27356,18.72359,19.80804,173.58091,13.76219,5.61935,35.55695,48.41646,,,,,,,,,,,,,,13.10080073,13.6982331
28610,7.37729,8.95492,48.43884,17.83056,25.65831,18.87362,19.69414,172.58746,13.70465,5.5861,36.01622,48.87023,,,,,,,,,,,,,,13.10538579,13.67370307
28620,7.34113,8.94948,48.15351,18.04629,25.52613,18.95983,19.71234,173.12429,13.73125,5.57096,35.13404,48.8798,,,,,,,,,,,,,,13.04807263,13.73926933
28630,7.35112,8.93696,48.01662,20.04275,25.52426,19.21258,19.0201,173.76258,13.73079,5.55892,36.51549,49.55674,,,,,,,,,,,,,,13.12991582,13.68172691
28640,7.26295,8.946,48.24684,21.20286,25.40798,19.51962,18.80961,173.28795,13.68494,5.59588,36.45949,49.00095,,,,,,,,,,,,,,13.1895215,13.62097497
28650,7.24666,8.88314,48.19884,20.28894,24.71626,19.86629,19.12382,173.41888,13.71864,5.60816,39.11949,48.73527,,,,,,,,,,,,,,13.23055773,13.60148849
28660,7.25589,8.86021,49.84773,17.60668,24.92864,20.17993,19.35868,173.55473,13.49947,5.61799,38.23113,49.52805,,,,,,,,,,,,,,13.26953067,13.59896671
28670,7.20508,8.84172,50.15529,17.87555,24.91331,20.27604,19.35668,174.39761,13.54968,5.62889,37.84095,49.03176,,,,,,,,,,,,,,13.27021843,13.51826978
28680,7.17207,8.8533,50.27262,17.93364,27.79983,19.4767,18.807,172.19957,13.524,5.64145,39.08713,49.20286,,,,,,,,,,,,,,13.22115837,13.49603228
28690,7.19525,8.85962,49.10373,20.22978,26.1713,19.49541,18.38446,172.53181,13.54784,5.64333,36.04022,49.33145,,,,,,,,,,,,,,13.2848906,13.44949399
28700,7.18667,8.83375,49.02373,20.05444,26.41153,19.68543,18.81832,173.17011,13.54991,5.61451,37.32131,49.57374,,,,,,,,,,,,,,13.30850362,13.41258432
28710,7.15708,8.91906,48.46818,22.14051,25.88657,19.70855,18.95522,173.07191,13.43001,5.62226,38.05113,50.08171,,,,,,,,,,,,,,13.27663751,13.48181862
28720,7.17228,8.90801,48.81751,20.71614,25.79946,20.16012,18.79359,173.66438,13.43276,5.64611,36.47258,49.97119,,,,,,,,,,,,,,13.12601852,13.50313911
28730,7.15963,8.91114,47.73929,15.9177,28.96079,20.41141,18.26402,172.53672,13.33899,5.63802,37.58604,49.9595,,,,,,,,,,,,,,13.03959028,13.53523448
28740,7.09986,8.92467,47.2024,14.84756,28.95836,20.24156,17.70128,170.65947,13.33258,5.61418,37.72531,49.92868,,,,,,,,,,,,,,13.03362971,13.51849904
28750,7.11197,8.93371,46.5784,18.45366,29.58876,19.92498,17.90044,172.68075,13.38324,5.5704,38.67949,49.55249,,,,,,,,,,,,,,12.93207079,13.45339129
28760,7.07336,8.89602,46.8664,18.16744,28.81348,20.04824,18.42226,172.09319,13.53157,5.50555,36.86276,50.40265,,,,,,,,,,,,,,12.95981036,13.52537662
28770,7.13156,8.88337,47.59973,18.51458,27.13372,19.8971,18.06721,174.30432,13.33349,5.50753,36.53876,50.22305,,,,,,,,,,,,,,12.92404695,13.52331334
28780,7.11587,8.85259,47.21573,17.47278,28.25842,19.19057,18.01296,173.55964,13.30988,5.52892,37.60749,50.47597,,,,,,,,,,,,,,13.0762707,13.601947
28790,7.16935,8.88426,47.62373,14.69347,28.35601,19.3318,18.76851,173.50072,13.20121,5.50146,37.86022,50.73952,,,,,,,,,,,,,,13.01070445,13.51047519
28800,7.19574,8.88975,47.91173,14.16956,28.4764,19.29695,18.93754,171.74949,13.35688,5.48938,37.87513,50.43559,,,,,,,,,,,,,,13.14298322,13.61707767
28810,7.20426,8.87451,47.69484,14.71154,28.52557,19.1759,18.96967,172.37633,13.29704,5.46911,39.17295,50.57374,,,,,,,,,,,,,,13.11203411,13.55472095
28820,7.21794,8.9102,47.85218,14.14972,27.93724,19.25733,19.3869,172.27322,13.42428,5.46582,40.13804,50.50679,,,,,,,,,,,,,,13.09484017,13.59782045
28830,7.20106,9.0078,47.75173,15.10367,28.018,19.67333,18.97333,171.6251,13.42451,5.41277,38.34022,50.14441,,,,,,,,,,,,,,13.11684842,13.58406529
28840,7.21257,9.0296,47.17662,20.01547,27.56708,19.04347,19.44777,172.92461,13.32684,5.44494,38.4464,49.72146,,,,,,,,,,,,,,13.1111171,13.6154729
28850,7.22348,9.01164,48.15796,18.07746,26.37676,19.65755,19.85263,173.89188,13.36582,5.43836,37.17767,49.33676,,,,,,,,,,,,,,13.1542166,13.5980497
28860,7.26344,9.00307,47.99973,18.10934,25.5209,19.21955,19.74003,171.26667,13.30552,5.44005,36.45149,49.44622,,,,,,,,,,,,,,13.22413865,13.63037432
28870,7.27321,9.02239,47.5624,18.38529,25.69177,19.27678,19.34919,172.16193,13.35367,5.46648,35.37476,49.14866,,,,,,,,,,,,,,13.18103916,13.64298322
28880,7.24085,9.00626,47.69396,18.01086,25.8017,19.53613,19.22457,173.56618,13.38691,5.48472,35.20313,49.07002,,,,,,,,,,,,,,13.0936939,13.6063028
28890,7.37316,8.99161,48.26373,18.17169,25.70579,18.90407,19.32969,170.94916,13.57604,5.47988,36.0104,48.14122,,,,,,,,,,,,,,13.12349674,13.63518863
28900,7.3509,9.01701,48.16151,18.23687,25.273,19.05154,19.0585,171.89024,13.54761,5.45406,37.88895,48.4409,,,,,,,,,,,,,,13.10125924,13.56366181
28910,7.33212,8.90464,48.24596,17.29567,25.14812,19.61353,19.13583,171.18157,13.64161,5.45599,35.45222,48.43559,,,,,,,,,,,,,,13.07856323,13.59163063
28920,7.31317,8.88048,48.3944,15.53761,25.28852,19.61574,19.27447,173.26831,13.56527,5.45331,35.78967,48.19223,,,,,,,,,,,,,,13.10767831,13.62143347
28930,7.30937,8.89105,48.03884,16.43099,25.87068,19.39086,19.8839,172.64311,13.44239,5.44865,37.2184,49.09021,,,,,,,,,,,,,,13.04004878,13.72528492
28940,7.31719,8.91173,47.86107,17.07498,28.16401,19.22652,20.11894,172.68239,13.20167,5.45481,36.51295,49.20924,,,,,,,,,,,,,,13.05174067,13.63610564
28950,7.34108,8.93241,48.00418,16.54328,28.80319,18.98587,20.06826,170.55964,13.26793,5.474,35.0424,47.78416,,,,,,,,,,,,,,13.00451463,13.63152059
28960,7.32332,8.91132,48.02196,17.03389,28.60951,19.30539,20.49088,172.69057,13.30277,5.47922,35.93004,48.11572,,,,,,,,,,,,,,12.9329878,13.6895215
28970,7.33543,8.9538,48.46018,18.85784,28.01744,18.78815,19.93284,174.23067,13.38255,5.46845,34.96822,47.73846,,,,,,,,,,,,,,12.89218083,13.67416158
28980,7.32392,8.99332,48.76596,17.06046,27.50183,18.51302,20.27918,172.44507,13.39035,5.47287,34.8064,48.07002,,,,,,,,,,,,,,12.93046602,13.64688051
28990,7.33006,8.98032,48.74907,16.53336,27.36498,18.14251,20.06817,172.53345,13.59553,5.54726,34.66495,47.46747,,,,,,,,,,,,,,12.91350133,13.75141972
29000,7.33983,8.91102,48.17484,17.11749,27.37433,17.89637,19.48835,172.31905,13.52446,5.57477,33.46822,47.46747,,,,,,,,,,,,,,12.91350133,13.74660541
29010,7.25231,8.85986,48.90284,16.46003,27.24683,17.98808,19.81231,171.55473,13.582,5.60021,33.25258,47.48341,,,,,,,,,,,,,,12.84564255,13.66957652
29020,7.23613,8.86512,49.38373,18.27619,27.31507,18.12087,19.57797,171.96226,13.58544,5.57881,34.42058,47.87449,,,,,,,,,,,,,,12.82890711,13.71244677
29030,7.16371,8.87416,48.48773,17.02043,26.93107,18.18507,19.50168,172.59401,13.58498,5.57223,37.25731,47.4951,,,,,,,,,,,,,,12.98709143,13.69296029
29040,7.16957,8.89625,48.73573,17.29319,27.97556,18.00312,18.9304,173.47289,13.57214,5.55986,37.44822,47.49404,,,,,,,,,,,,,,13.06297405,13.63885667
29050,7.18694,8.8891,48.65307,18.76326,28.33787,18.03833,19.21273,171.55964,13.24729,5.55765,36.03876,47.95844,,,,,,,,,,,,,,13.05609647,13.62120422
29060,7.1845,8.84355,48.4344,17.8837,28.31993,17.97817,19.51013,176.91479,13.20786,5.55653,34.2384,47.50041,,,,,,,,,,,,,,12.97104374,13.68149766
29070,7.12386,8.86754,48.3624,19.25351,31.14232,18.00385,19.18103,178.38124,13.33303,5.56259,34.81185,47.52379,,,,,,,,,,,,,,13.03890252,13.6328961
29080,7.1738,8.90446,48.93929,20.06506,31.10269,18.80466,19.50473,177.86078,13.27985,5.58987,35.36422,47.31763,,,,,,,,,,,,,,12.95018175,13.60423952
29090,7.2155,8.9984,48.75262,18.73067,32.25898,18.43819,19.42591,178.18975,13.26311,5.58084,37.0344,47.29744,,,,,,,,,,,,,,12.96898047,13.60721981
29100,7.25606,8.97058,48.98996,16.7505,27.49697,18.73202,19.60792,177.3305,13.46806,5.55436,35.21004,47.3612,,,,,,,,,,,,,,12.91281357,13.61409739
29110,7.35427,8.96089,48.95173,19.15681,27.65307,18.91764,20.07191,176.85587,13.466,5.5388,35.91295,47.36758,,,,,,,,,,,,,,12.8584807,13.6764541
29120,7.39917,8.93389,48.20862,18.27796,27.58222,18.84464,20.57448,175.81823,13.5616,5.5,36.38785,48.00201,,,,,,,,,,,,,,12.80781586,13.5719149
29130,7.38891,8.95492,47.6984,16.66797,27.25917,19.54347,20.24295,177.14065,13.4848,5.49939,37.70931,49.48129,,,,,,,,,,,,,,12.94720147,13.61753618
29140,7.3717,8.95084,47.47173,19.25918,26.35975,19.29182,20.02654,177.20448,13.44445,5.52558,41.66567,48.99457,,,,,,,,,,,,,,12.9107503,13.63587639
29150,7.40074,8.91563,47.90107,19.26698,26.30796,19.5387,20.09995,177.80514,13.3257,5.53504,41.20422,49.30382,,,,,,,,,,,,,,12.95407905,13.62464301
29160,7.36974,9.02363,47.67796,19.53973,24.95294,20.09996,20.19009,174.19957,13.26082,5.53551,39.70422,48.89149,,,,,,,,,,,,,,12.96531243,13.64275397
29170,7.41182,9.06682,47.70373,19.36085,24.91761,20.12271,19.35032,174.61528,13.25738,5.55102,39.81404,49.67363,,,,,,,,,,,,,,13.00061733,13.57260266
29180,7.42241,9.10038,48.6904,18.16354,24.84264,19.29769,19.59129,175.16029,13.2356,5.55121,35.92204,49.8171,,,,,,,,,,,,,,13.04853113,13.5632033
29190,7.3616,9.05648,48.71796,20.88617,24.92621,19.34904,20.55628,179.80186,13.1572,5.54397,34.77658,50.26768,,,,,,,,,,,,,,12.96829271,13.37888418
29200,7.37061,9.0797,48.80951,20.33145,26.55511,20.1858,19.94573,179.88206,13.13083,5.53325,35.31913,49.8171,,,,,,,,,,,,,,13.05036515,13.3502276
29210,7.3648,9.05016,49.09573,19.94569,26.49024,19.62784,19.51657,179.21758,13.1251,5.53725,37.68095,49.78841,,,,,,,,,,,,,,13.04348757,13.34610105
29220,7.34922,9.04455,49.11529,19.09907,26.51903,21.39013,20.02463,177.01136,13.00039,5.53499,36.02313,49.02326,,,,,,,,,,,,,,12.91052105,13.44628446
29230,7.32153,9.04484,48.81573,17.84048,27.15148,19.50899,19.74465,175.02936,13.00429,5.56222,35.71985,49.05089,,,,,,,,,,,,,,12.8933271,13.36581678
29240,7.30454,8.88095,48.60329,18.44551,26.80637,19.30649,19.34693,176.20448,13.04051,5.5561,35.47476,49.7629,,,,,,,,,,,,,,12.9155646,13.48181862
29250,7.33592,8.92993,48.43973,17.93258,26.85535,19.63151,18.80761,177.63983,12.99351,5.55347,38.12604,48.72039,,,,,,,,,,,,,,12.82455131,13.42290069
29260,7.2952,8.95303,48.68951,17.47881,26.95537,19.9059,18.78087,176.37797,13.01529,5.56988,37.82749,49.33782,,,,,,,,,,,,,,12.82707309,13.4151061
29270,7.34032,8.97158,48.3144,18.3233,26.94509,19.77274,18.61942,175.75604,13.00818,5.55944,39.0424,48.95525,,,,,,,,,,,,,,12.86696304,13.4809016
29280,7.31627,8.9623,48.28151,18.25599,32.33918,19.86629,18.22919,176.2634,12.96669,5.53988,35.1264,48.83304,,,,,,,,,,,,,,12.98434039,13.43528033
29290,7.34895,8.95592,46.77307,18.49191,26.54931,19.7467,18.48087,178.36815,12.88439,5.56734,36.4304,48.24749,,,,,,,,,,,,,,13.10561504,13.42175442
29300,7.33863,8.96721,47.5304,18.88299,26.58353,19.75073,19.21935,176.9688,12.87934,5.55775,36.76495,48.18586,,,,,,,,,,,,,,13.14321247,13.37177735
29310,7.31181,8.98416,47.95618,20.02716,27.26552,19.69754,18.85977,175.41725,12.88783,5.5451,36.77695,48.36439,,,,,,,,,,,,,,13.14940229,13.42565172
29320,7.26686,8.90701,47.53129,19.25174,27.16438,20.58602,18.92779,176.4418,12.77159,5.54924,36.5784,48.29319,,,,,,,,,,,,,,13.07443668,13.43207079
29330,7.33239,8.88562,48.22818,17.67682,27.12008,19.9602,18.75867,174.77077,12.70075,5.56433,37.67331,48.34739,,,,,,,,,,,,,,13.10997084,13.42175442
29340,7.28195,8.93725,47.92951,17.59464,27.54801,19.98477,19.06826,174.54,12.73583,5.54783,36.75913,48.58118,,,,,,,,,,,,,,13.07925099,13.38920055
29350,7.29129,8.96945,48.47884,21.42,27.57979,20.22909,19.73167,176.92789,12.70442,5.54491,35.79004,48.77353,,,,,,,,,,,,,,13.04394608,13.46829271
29360,7.28602,8.93513,49.47973,21.13697,27.35769,20.05044,20.26045,175.83132,12.78031,5.5404,36.52931,48.25599,,,,,,,,,,,,,,12.93780211,13.53752701
29370,7.28222,8.88119,49.47351,17.194,28.93219,20.15755,20.03804,178.70857,12.83945,5.52163,37.54167,48.60668,,,,,,,,,,,,,,12.83647244,13.51758203
29380,7.232,8.86482,48.93573,17.53194,28.34161,19.92535,20.30548,179.27486,12.66705,5.53654,39.45331,48.27937,,,,,,,,,,,,,,12.80139679,13.48273563
29390,7.26328,8.85442,48.22373,17.36262,28.42611,19.86519,19.61254,177.32723,12.6776,5.57698,39.02895,48.65451,,,,,,,,,,,,,,12.79887501,13.44238716
29400,7.23944,8.83528,47.93396,17.97544,27.41677,20.84831,19.71338,177.99008,12.69319,5.56997,35.93258,48.44197,,,,,,,,,,,,,,12.79383145,13.48640367
29410,7.299,8.8842,47.96862,21.6747,27.30422,21.74339,19.93232,175.83296,12.71543,5.56363,36.2824,48.89149,,,,,,,,,,,,,,12.80506483,13.49007171
29420,7.32045,8.93164,47.73751,22.79195,27.36816,21.55411,19.5831,174.30104,12.68425,5.57769,34.57622,49.21774,,,,,,,,,,,,,,12.8153812,13.39837066
29430,7.32376,8.90228,47.50196,22.94781,23.78076,21.05961,19.56151,175.96226,12.77068,5.57068,34.55331,49.19542,,,,,,,,,,,,,,12.93321706,13.39241009
29440,7.30378,8.91049,48.30729,23.31515,23.62204,21.86592,19.82677,173.54654,12.87545,5.56758,34.87367,49.0052,,,,,,,,,,,,,,12.94765997,13.35045685
29450,7.32615,8.91445,48.83973,19.44338,26.17803,21.54237,20.37044,175.08501,12.90479,5.59057,35.53222,49.09446,,,,,,,,,,,,,,12.90272646,13.3894298
29460,7.34944,8.92148,49.16151,18.26768,26.1713,20.115,19.5993,176.31741,12.93459,5.6153,35.25004,48.75971,,,,,,,,,,,,,,12.85389564,13.47012673
29470,7.65993,8.9405,47.92418,17.98501,26.18364,20.15169,20.15952,177.95407,12.93001,5.59711,35.25513,48.84367,,,,,,,,,,,,,,12.83097038,13.49121797
29480,7.6861,9.04254,47.19884,17.85323,26.20981,19.94039,19.69449,176.99826,13.07925,5.5869,34.07804,48.71827,,,,,,,,,,,,,,12.94215791,13.53821476
29490,7.68214,9.10847,47.76062,16.0346,26.17691,20.07098,19.23502,175.9999,13.09438,5.57675,34.66131,48.82879,,,,,,,,,,,,,,12.97952609,13.50887043
29500,7.67432,9.10936,47.68773,16.05444,27.12456,20.07758,19.62795,175.71676,13.10997,5.56508,32.23913,48.85854,,,,,,,,,,,,,,12.94055314,13.63656414
29510,7.68371,9.0589,48.06196,16.56489,27.93238,20.08015,19.39543,176.13902,13.06985,5.5704,33.06022,48.23899,,,,,,,,,,,,,,12.90410197,13.57512444
29520,7.73127,9.06853,49.46907,16.78876,29.39059,20.07868,19.79045,173.68075,13.14849,5.57077,34.27622,49.38777,,,,,,,,,,,,,,13.17324457,13.60584429
29530,7.72644,9.05181,49.08062,16.98501,29.41658,19.72395,19.63762,176.79859,13.08384,5.56983,34.48022,49.4696,,,,,,,,,,,,,,13.1150144,13.82867785
29540,7.72959,9.0696,48.88507,17.08207,29.37564,19.38389,19.29868,174.58582,13.0749,5.58944,35.0024,49.46641,,,,,,,,,,,,,,13.15582137,13.70465218
29550,7.73274,9.08832,48.64773,20.42496,27.68915,19.57648,18.73846,174.13247,13.0428,5.59936,37.78531,48.39521,,,,,,,,,,,,,,13.12120422,13.75508776
29560,7.86695,9.05412,49.27084,20.46747,27.73552,19.80906,18.74081,175.88206,12.97517,5.58789,35.76858,48.36651,,,,,,,,,,,,,,13.15077781,13.69983787
29570,7.9612,9.04638,49.98551,18.39096,27.40648,19.77751,19.31775,177.81005,12.90502,5.56861,34.7584,48.646,,,,,,,,,,,,,,13.18424869,13.71932435
29580,7.92151,9.06641,50.20329,17.31621,27.89592,19.89013,19.2898,177.68566,12.87934,5.55427,34.81804,49.28681,,,,,,,,,,,,,,13.21703182,13.70029638
29590,7.94605,9.08135,51.00062,16.45649,27.9808,20.08382,18.71861,177.21594,12.92955,5.51496,34.46458,49.60987,,,,,,,,,,,,,,13.21496855,13.71726107
29600,7.92819,9.11249,51.50551,16.43949,28.44032,19.99615,18.5191,178.5269,13.07879,5.52841,35.98131,50.0934,,,,,,,,,,,,,,13.20923723,13.63839817
29610,8.02955,9.07923,52.4904,15.44409,28.13447,19.93342,18.542,177.24704,13.13542,5.55859,37.71622,50.34314,,,,,,,,,,,,,,13.23766456,13.69135552
29620,8.04111,9.07302,52.2344,15.07959,27.1169,20.28008,18.51239,175.4598,13.18562,5.57374,38.45367,50.1561,,,,,,,,,,,,,,13.22688968,13.63220834
29630,7.99214,9.12129,52.09129,15.80187,27.27786,20.47817,18.65861,175.87224,13.02102,5.57388,37.61913,50.62688,,,,,,,,,,,,,,13.23285025,13.5980497
29640,7.89165,9.12218,51.57218,15.66797,28.96678,20.74633,18.47041,173.19957,13.03615,5.58888,37.0304,50.307,,,,,,,,,,,,,,13.20511068,13.60836607
29650,7.92276,9.13364,52.6264,15.64742,25.04791,20.67113,18.40649,173.61528,13.04028,5.5869,37.95585,50.1104,,,,,,,,,,,,,,13.23170399,13.58773333
29660,7.98574,9.10599,52.07173,16.02326,24.26291,20.72065,18.04553,173.30595,12.91786,5.57896,37.55695,50.19542,,,,,,,,,,,,,,13.22161687,13.53867327
29670,7.83991,9.0657,51.17307,16.22199,25.09989,20.41544,18.60479,175.03591,12.91511,5.59334,36.75476,50.31444,,,,,,,,,,,,,,13.27480348,13.54898964
29680,7.84398,9.12885,50.8104,15.48873,25.98267,20.5431,18.20324,176.37797,12.96508,5.61009,35.37185,48.64919,,,,,,,,,,,,,,13.33784796,13.47952609
29690,7.93226,9.12419,51.0664,14.9177,26.02342,20.64838,18.15551,176.54,13.06229,5.59118,34.48458,47.85217,,,,,,,,,,,,,,13.46049812,13.60286401
29700,7.93563,9.10304,50.42107,15.07959,25.79927,20.69424,18.06643,173.96717,13.02217,5.59687,35.54676,48.27725,,,,,,,,,,,,,,13.32088326,13.62395525
29710,7.91027,9.13234,50.36329,16.06754,25.81142,20.87582,17.92282,173.9819,13.02767,5.5861,36.95404,47.66726,,,,,,,,,,,,,,13.21267602,13.66659624
29720,7.97531,9.13972,49.45662,17.22766,25.77253,20.96386,18.96976,173.28304,13.0107,5.58921,38.76895,47.54292,,,,,,,,,,,,,,13.24912719,13.68103916
29730,8.00224,9.0807,49.89751,16.81285,25.78656,20.14985,19.44647,174.15538,13.06848,5.59429,38.81404,48.30382,,,,,,,,,,,,,,13.24545915,13.7848906
29740,7.9397,9.09216,49.99262,16.37785,24.8748,20.71698,19.47529,173.91316,13.10653,5.58427,37.73222,48.64388,,,,,,,,,,,,,,13.21932435,13.81767373
29750,7.90707,9.12182,49.85929,16.60987,22.46481,20.71882,19.64772,173.81168,13.04486,5.57359,39.74676,49.22305,,,,,,,,,,,,,,13.32867785,13.76173608
29760,7.90191,9.08147,49.15173,16.6329,23.14101,20.3993,19.55898,172.57764,13.03157,5.56254,39.58276,48.86173,,,,,,,,,,,,,,13.15742613,13.61616066
29770,7.91858,9.1243,49.00862,18.36262,24.87517,20.27824,19.06355,174.04409,12.89195,5.58747,38.43767,48.78097,,,,,,,,,,,,,,13.09919597,13.69754535
29780,7.88351,9.1402,48.96773,16.89503,24.89424,19.71735,19.07461,174.57437,12.90066,5.5498,38.6584,48.23368,,,,,,,,,,,,,,12.95086951,13.61959945
29790,7.92194,9.14002,48.64329,19.04133,24.93051,19.37656,19.48626,172.67093,12.90364,5.55464,38.35804,48.12953,,,,,,,,,,,,,,12.87957194,13.64069069
29800,8.00002,9.05825,48.47618,18.89857,24.93911,19.30429,19.60897,173.5269,12.91075,5.63529,35.89876,48.32294,,,,,,,,,,,,,,12.91258432,13.68745823
29810,8.02141,9.13831,49.32596,18.36829,25.85591,19.40297,19.36495,174.1292,12.91396,5.61775,35.37804,48.04877,,,,,,,,,,,,,,12.8715481,13.77824227
29820,8.02043,9.12915,49.93484,19.13803,24.76076,18.91838,19.34031,176.50563,12.95156,5.63863,36.6384,48.10403,,,,,,,,,,,,,,12.89057607,13.8976829
29830,8.02553,9.11166,49.42462,18.69418,24.78356,19.02623,19.29058,173.42216,13.08338,5.62142,36.43731,47.72571,,,,,,,,,,,,,,13.06205704,13.7718232
29840,8.09866,9.16873,49.42462,19.53832,24.76543,19.09556,19.73263,172.07682,12.99466,5.65353,35.09876,47.46428,,,,,,,,,,,,,,13.03844402,13.70969574
29850,8.09959,9.19118,49.80951,19.00732,24.14681,19.18653,19.90384,173.59073,13.00749,5.67719,35.1664,47.20924,,,,,,,,,,,,,,12.9630199,13.91464759
29860,8.11028,9.18468,50.25484,18.6708,24.25132,19.49871,20.00268,174.00645,13.04326,5.67277,36.12567,47.06577,,,,,,,,,,,,,,13.16132343,13.95935186
29870,8.10464,9.12962,50.02373,18.62227,24.23785,19.40737,19.95844,174.14393,13.02721,5.66369,35.6704,47.22092,,,,,,,,,,,,,,13.23147474,13.95499606
29880,8.11647,9.07184,49.69307,18.86386,24.20383,19.29512,19.54905,175.13574,12.9958,5.68029,36.60422,47.3527,,,,,,,,,,,,,,13.22666043,13.86031472
29890,8.09481,9.02599,49.78729,18.91876,23.95575,19.16893,18.49436,174.41234,13.06435,5.67836,36.73985,48.44941,,,,,,,,,,,,,,13.1106586,13.90799927
29900,8.06984,9.01471,50.30818,17.85359,22.52034,19.32887,18.48557,173.64147,13.0655,5.68015,36.55513,49.81604,,,,,,,,,,,,,,13.06526657,13.87246511
29910,8.0782,9.0117,50.88773,16.49616,22.6039,19.21588,18.32733,172.75113,13.1345,5.67578,35.55585,49.11891,,,,,,,,,,,,,,13.06434956,13.841516
29920,8.08276,9.0309,50.18907,18.72854,22.44481,19.58749,18.12678,173.13083,13.08131,5.67423,34.72167,48.48235,,,,,,,,,,,,,,13.09690344,13.80070903
29930,8.04063,9.04378,49.80418,19.19755,22.6555,19.84024,18.03786,176.2945,13.06252,5.70507,35.33476,48.78734,,,,,,,,,,,,,,13.13106208,13.74431288
29940,7.85462,9.00195,49.22196,22.43807,23.3375,19.84868,18.53573,174.87879,12.94926,5.67738,35.54967,48.98394,,,,,,,,,,,,,,13.27640825,13.71794883
29950,7.92352,9.08815,48.8664,18.50537,24.13017,19.88609,17.93632,175.11938,13.09828,5.66501,35.2304,48.83198,,,,,,,,,,,,,,13.13748116,13.72849445
29960,7.87352,9.02824,48.86018,18.84863,25.13036,19.93232,17.72209,174.22085,13.11456,5.65899,35.49113,48.96907,,,,,,,,,,,,,,13.15100706,13.75692178
29970,7.67008,9.04118,49.10729,18.15291,24.93948,19.75183,17.11537,175.9017,13.09392,5.66816,36.03185,49.10084,,,,,,,,,,,,,,13.19250179,13.64848528
29980,7.7082,9.01879,48.58462,17.30063,22.80899,19.3153,17.43367,175.06046,13.02263,5.66783,33.4664,49.57055,,,,,,,,,,,,,,13.19571133,13.65880165
29990,7.66172,9.04779,48.83973,20.71933,23.18327,19.64031,17.80186,175.79204,13.03501,5.65462,33.08204,49.41752,,,,,,,,,,,,,,13.1590309,13.58383604
30000,7.66162,9.02995,48.64418,18.85961,23.12251,19.27127,18.38115,175.80186,13.10149,5.64413,34.44931,48.96375,,,,,,,,,,,,,,13.12303824,13.61386813
30010,7.65559,9.00868,48.07707,18.84721,25.26982,19.37436,18.35895,176.63329,13.03569,5.6431,35.67258,49.26981,,,,,,,,,,,,,,13.12120422,13.56801761
30020,7.77166,8.93076,48.31173,16.79124,25.69196,19.08052,18.36199,175.45816,13.09415,5.64733,35.18095,49.12103,,,,,,,,,,,,,,13.21978285,13.73583054
30030,7.68246,8.94753,47.51618,17.34703,25.68168,19.17333,18.39456,174.576,13.04463,5.62857,36.49331,48.88617,,,,,,,,,,,,,,13.16567923,13.3410575
30040,7.66259,8.95386,47.24062,18.63113,25.59026,19.98734,18.34388,175.58091,13.05701,5.61361,36.79695,48.68001,,,,,,,,,,,,,,13.19089702,13.49626153
30050,7.56161,8.96124,47.43796,19.47845,25.57811,20.52256,18.13723,177.3305,13.08246,5.62838,36.87622,48.38671,,,,,,,,,,,,,,13.22757744,13.45293278
30060,7.61389,9.08738,47.74284,18.22163,25.70822,19.84684,17.96114,176.95244,13.10103,5.624,38.79767,48.3612,,,,,,,,,,,,,,13.12693553,13.54302907
30070,7.63116,9.17919,47.74729,18.19188,24.80432,19.95616,17.83704,176.94098,13.1627,5.63223,39.05404,48.9967,,,,,,,,,,,,,,13.10309326,13.64619276
30080,7.62654,9.202,48.3064,17.71295,24.59044,20.52072,18.17441,177.2454,13.14459,5.63741,38.76967,48.68639,,,,,,,,,,,,,,13.20419367,13.53844402
30090,7.59782,9.21086,48.12062,19.35412,23.10493,20.38353,18.96924,175.72658,13.1235,5.64893,38.23513,47.83835,,,,,,,,,,,,,,13.20442293,13.54738487
30100,7.5564,9.20897,48.23796,19.26485,25.99407,20.68617,19.08498,177.19466,13.06114,5.6178,36.0864,47.97013,,,,,,,,,,,,,,13.18677047,13.60080073
30110,7.57486,9.22096,48.1144,19.58649,26.1455,20.11353,19.03995,177.70366,13.05449,5.62527,35.30058,47.6662,,,,,,,,,,,,,,13.10171774,13.6498608
30120,7.59619,9.16737,48.78462,19.23793,26.27599,19.96313,19.13897,177.30759,13.0318,5.63731,34.28022,47.6832,,,,,,,,,,,,,,13.12051646,13.71221751
30130,7.57746,9.15763,49.63351,19.91062,26.22552,20.23496,18.52711,173.87388,13.05403,5.65015,34.88095,47.67576,,,,,,,,,,,,,,13.13977368,13.76288235
30140,7.53468,9.16891,50.30729,18.24643,27.63681,19.92058,19.03281,173.58746,13.12441,5.66877,33.0784,47.95738,,,,,,,,,,,,,,13.20992499,13.77594975
30150,7.54147,9.17328,50.81484,17.91735,27.72112,19.92755,18.89339,174.5269,13.28695,5.69195,35.25404,48.3782,,,,,,,,,,,,,,13.27663751,13.86100248
30160,7.49223,9.20064,50.42107,18.72642,28.24272,19.91948,18.96628,175.84442,13.2638,5.66712,33.62349,48.48129,,,,,,,,,,,,,,13.10515653,13.8284486
