Iterations,Carleton92,Carleton91,EarlHaig83,EdHEC92,KingFahd93,LSE91,Rye92,St.Andrews83,Trent92,TorontoAS92,TorontoE92,YorkMills83,Car-f-92 , Car-s-91 ,Ear-f-83 ,Hec-s-92 ,Kfu-s-93 ,Lse-f-91 ,Pur-s-93,Rye-s-93,Sta-f-83,Tre-s-92,Uta-s-92,Ute-s-92,yor-f-83,test,test1
131770,7.17918,8.48818,48.47173,16.94285,25.66149,19.09776,19.04309,172.17666,12.57329,5.31069,39.20349,48.44941,,,,,,,,,,,,,,13.27342797,13.88140596
131780,7.2085,8.46721,48.9144,16.94108,28.35077,19.16856,18.80212,172.35342,12.59392,5.28482,37.02422,48.55036,,,,,,,,,,,,,,13.26723815,13.94972325
131790,7.13173,8.38792,47.97573,14.82206,28.29001,19.12234,19.19357,174.43852,12.6235,5.29404,37.00495,48.62369,,,,,,,,,,,,,,13.25921431,13.74912719
131800,7.07043,8.41675,47.82907,15.27512,28.03109,18.88279,19.12312,174.09646,12.58131,5.27081,38.66676,48.24537,,,,,,,,,,,,,,13.24798093,13.72230463
131810,7.18303,8.38503,46.74107,16.18408,28.03296,18.56218,18.45709,173.78059,12.59324,5.26738,36.71076,48.55461,,,,,,,,,,,,,,13.2974995,13.77801302
131820,7.22261,8.37995,48.12684,15.77849,27.98603,18.59739,18.61175,174.38615,12.62556,5.27453,40.41476,48.65451,,,,,,,,,,,,,,13.33349216,13.83326291
131830,7.22967,8.35602,48.44951,15.06542,28.21393,18.72505,19.67437,174.70039,12.61318,5.26507,39.11295,49.30169,,,,,,,,,,,,,,13.22345089,13.86558753
131840,7.25063,8.34887,48.28862,14.60775,28.22028,18.78448,19.64328,173.69548,12.63015,5.26728,39.94022,48.65451,,,,,,,,,,,,,,13.210842,13.97494104
131850,7.2281,8.39442,47.72062,17.18302,28.20364,18.72065,19.63823,177.76095,12.56825,5.22854,39.4984,48.73527,,,,,,,,,,,,,,13.21428079,13.97746282
131860,7.15442,8.46975,49.42462,16.30488,28.15391,18.34354,19.38324,178.67748,12.55151,5.1785,41.32676,49.04877,,,,,,,,,,,,,,13.24500064,13.99373975
131870,7.17842,8.45675,48.70107,17.01441,28.92845,18.70708,19.3903,180.14884,12.55793,5.15781,41.08895,49.09234,,,,,,,,,,,,,,13.23651829,13.82592682
131880,7.18265,8.4629,48.6824,17.1724,28.90695,18.77934,18.83661,180.43525,12.74042,5.1723,42.2624,49.21667,,,,,,,,,,,,,,13.10057148,13.87796717
131890,7.21534,8.46532,49.8504,16.06506,28.81703,18.85895,18.24138,178.56127,12.6682,5.17785,37.63622,49.1391,,,,,,,,,,,,,,13.10721981,13.8240928
131900,7.2067,8.46585,49.6584,15.64459,28.80394,18.98147,18.53042,178.57109,12.76976,5.16745,37.89367,48.7714,,,,,,,,,,,,,,13.12739404,13.62899881
131910,7.19481,8.46437,49.74107,15.6166,28.5925,18.27604,18.51309,180.44998,12.74706,5.1683,37.20313,48.72996,,,,,,,,,,,,,,13.09873746,13.59484017
131920,7.28222,8.4317,50.59173,16.86421,29.5624,18.37215,18.23476,179.55309,12.71061,5.18245,39.59804,48.12847,,,,,,,,,,,,,,13.11707767,13.64137845
131930,7.22842,8.41989,51.24418,16.12245,27.75851,18.97157,18.29032,180.4909,12.78604,5.18443,41.43113,48.48979,,,,,,,,,,,,,,12.99694929,13.67737111
131940,7.25497,8.43229,51.16862,15.97013,27.84806,19.17883,18.0673,177.75113,12.78283,5.19346,44.35949,48.5748,,,,,,,,,,,,,,13.0719149,13.65811389
131950,7.29835,8.48836,52.08507,16.61837,28.62204,19.00385,18.3795,175.86406,12.90708,5.22144,41.03258,48.98288,,,,,,,,,,,,,,13.06457882,13.6977746
131960,7.24417,8.4782,51.64684,15.55745,26.84414,18.93562,18.5541,178.49417,12.87453,5.2172,39.91476,49.11891,,,,,,,,,,,,,,13.00680715,13.79337295
131970,7.22489,8.42449,51.12951,15.8217,26.47472,19.09446,19.36356,177.00481,12.85344,5.21128,40.3064,48.96481,,,,,,,,,,,,,,12.91487685,13.80804512
131980,7.22761,8.42361,49.7144,16.82879,25.00697,19.03246,20.19166,176.3796,12.79865,5.20747,40.28931,49.01901,,,,,,,,,,,,,,12.93459257,13.93230005
131990,7.22017,8.42579,50.70551,16.98642,24.54445,18.80539,19.62813,175.50235,12.78053,5.23282,40.84931,49.10615,,,,,,,,,,,,,,12.86077322,13.93550958
132000,7.22375,8.42042,51.38107,17.78699,24.57923,18.78815,18.99841,176.34196,12.79406,5.2347,39.12095,48.08277,,,,,,,,,,,,,,12.82225878,13.88851279
132010,7.43223,8.42136,52.60151,16.89645,24.56633,20.03943,18.59408,177.50726,12.82157,5.2331,39.03404,47.55036,,,,,,,,,,,,,,12.74385438,13.95178652
132020,7.4635,8.4099,52.75529,15.54257,24.5768,20.06144,18.65303,176.33869,12.78489,5.25294,39.84604,47.39308,,,,,,,,,,,,,,12.65215332,13.8937856
132030,7.47968,8.43578,52.80684,15.54151,24.60839,20.08529,18.30678,175.2634,12.73583,5.24942,39.6264,47.77247,,,,,,,,,,,,,,12.69204328,13.96508317
132040,7.60884,8.42053,51.32862,19.60704,26.37526,18.89527,18.87797,176.56291,12.73354,5.26761,37.74022,48.0392,,,,,,,,,,,,,,12.85756369,13.88438624
132050,7.61894,8.42225,51.87973,19.73067,26.35788,18.99174,18.92317,175.8526,12.71359,5.31845,40.6544,47.72783,,,,,,,,,,,,,,12.90501898,13.91694012
132060,7.63067,8.43737,51.48062,17.23828,26.48818,19.24706,19.14576,177.50563,12.72528,5.32051,40.5224,47.45578,,,,,,,,,,,,,,12.87659166,13.86191949
132070,7.63952,8.41345,50.53129,17.11005,26.51417,19.33914,19.42017,179.83623,12.76999,5.30011,37.50095,47.82454,,,,,,,,,,,,,,12.91969115,13.76127758
132080,7.60569,8.50809,50.08773,17.06931,26.44144,19.32703,19.63919,178.27977,12.71405,5.28605,37.80858,48.02964,,,,,,,,,,,,,,12.92473471,13.56136928
132090,7.65059,8.55937,50.52151,17.4409,25.33488,19.37215,19.52258,178.72494,12.73583,5.30838,38.86567,47.89574,,,,,,,,,,,,,,12.92977827,13.52996167
132100,7.6336,8.50662,50.87707,19.22411,25.40686,19.46827,19.28597,178.90334,12.70236,5.29696,39.77331,47.73527,,,,,,,,,,,,,,12.92129592,13.54784337
132110,7.6545,8.50325,50.10284,20.18515,25.59325,19.23826,19.52153,178.63329,12.70328,5.29442,43.05476,47.7289,,,,,,,,,,,,,,12.88622027,13.4634784
132120,7.67025,8.51317,50.16507,20.08844,25.57997,19.31309,19.18896,179.50563,12.64367,5.2718,42.7544,47.50148,,,,,,,,,,,,,,12.90960403,13.5888796
132130,7.66737,8.59299,51.02996,18.21845,27.0524,19.49321,19.02611,176.80841,12.71795,5.25642,41.31767,47.6662,,,,,,,,,,,,,,12.93069528,13.64390023
132140,7.66563,8.54844,51.23707,18.96446,26.24683,18.85675,18.76119,177.93443,12.55335,5.26164,41.32895,47.67789,,,,,,,,,,,,,,12.91716937,13.58406529
132150,7.54326,8.47855,50.1224,20.39273,27.30104,18.43305,19.89313,178.65129,12.57833,5.25473,40.1584,47.12741,,,,,,,,,,,,,,12.90341421,13.70396442
132160,7.49,8.45911,49.46284,19.46783,27.45154,18.11207,20.15273,177.03263,12.58429,5.25064,37.71367,46.52167,,,,,,,,,,,,,,12.94055314,13.75141972
132170,7.52013,8.48351,48.69396,22.43346,27.32404,18.1913,20.32289,174.32723,12.62716,5.26653,39.73949,47.05939,,,,,,,,,,,,,,12.92335919,13.75302448
132180,7.46877,8.52464,48.12062,22.10261,26.66298,17.91581,20.41825,173.78713,12.70351,5.2687,39.39185,46.40158,,,,,,,,,,,,,,12.90662375,13.76265309
132190,7.46959,8.5475,47.87884,22.07321,26.64429,18.06254,19.79289,173.62838,12.63817,5.28492,39.16167,46.97332,,,,,,,,,,,,,,12.88920055,13.75852655
132200,7.40482,8.52269,47.95884,18.54186,26.65625,18.09409,19.9803,173.87388,12.63244,5.27222,38.34858,47.45684,,,,,,,,,,,,,,12.85710518,13.710842
132210,7.37919,8.56558,50.65573,19.53867,26.63999,18.05191,22.21456,174.69057,12.64665,5.27998,37.96858,47.37077,,,,,,,,,,,,,,12.86444127,13.69754535
132220,7.34439,8.58697,51.27973,19.064,26.4106,17.83437,21.73063,174.39106,12.59576,5.29653,40.59513,47.16141,,,,,,,,,,,,,,12.85504191,13.79727024
132230,7.28793,8.61462,49.48951,18.47668,26.4106,18.23642,22.08611,174.28795,12.68792,5.27119,41.05876,47.14016,,,,,,,,,,,,,,12.85779294,13.84472554
132240,7.3072,8.60617,51.03351,17.87201,23.93892,17.99431,22.43323,174.66929,12.78214,5.24857,40.22604,47.60562,,,,,,,,,,,,,,12.84999835,13.81583971
132250,7.28901,8.59506,51.75707,18.1855,23.90676,18.74303,22.26707,173.57109,12.78902,5.26178,38.67476,46.89786,,,,,,,,,,,,,,12.57787547,13.73078698
132260,7.24281,8.59175,50.50818,16.94923,23.85124,19.02806,22.59399,174.75276,12.7168,5.27551,38.92749,47.01582,,,,,,,,,,,,,,12.59782045,13.87544539
132270,7.31214,8.59654,50.68951,15.39556,24.20327,19.30099,21.6027,175.78713,12.79085,5.28078,40.71331,47.10403,,,,,,,,,,,,,,12.63312536,13.83097038
132280,7.31024,8.58643,50.75084,17.90707,24.71757,18.83437,21.92282,175.23067,12.8422,5.28022,40.84749,47.11997,,,,,,,,,,,,,,12.63633489,13.79291444
132290,7.34683,8.66282,50.87707,19.03212,24.17317,18.76907,22.10152,176.15702,12.85481,5.31859,42.36458,47.16992,,,,,,,,,,,,,,12.66201119,13.96554168
132300,7.36502,8.64032,49.48062,19.54044,23.82787,18.48074,22.3525,174.27322,12.79842,5.31586,41.18858,47.25068,,,,,,,,,,,,,,12.64688051,13.9499525
132310,7.33548,8.66826,50.67529,18.98005,24.15391,18.84721,22.35616,174.18812,12.72895,5.33434,43.58349,47.41327,,,,,,,,,,,,,,12.55288693,13.98709143
132320,7.28564,8.6568,51.28507,18.07888,25.05427,19.1084,21.64641,175.93934,12.7975,5.316,41.73949,47.35908,,,,,,,,,,,,,,12.64046144,13.92060816
132330,7.28836,8.61467,51.03884,19.37714,25.84844,18.85748,21.67393,174.63329,12.89998,5.30805,41.26167,47.59925,,,,,,,,,,,,,,13.00909968,13.8589392
132340,7.34238,8.61107,52.68596,17.75582,25.99688,18.60473,21.07008,172.94916,12.91923,5.24255,41.03985,47.39733,,,,,,,,,,,,,,12.98365264,13.84220376
132350,7.35606,8.64421,52.02373,17.61129,22.75552,18.59189,21.30992,172.85424,12.9456,5.24152,39.42931,47.36439,,,,,,,,,,,,,,12.9678342,13.84174525
132360,7.44684,8.57544,51.69929,17.71118,22.58035,18.44736,21.52746,172.31577,12.88255,5.27335,37.7224,49.01476,,,,,,,,,,,,,,12.84472554,13.9373436
132370,7.36801,8.55388,51.54818,17.64707,23.03539,17.94295,20.9715,172.18812,12.76816,5.2497,36.23113,48.74696,,,,,,,,,,,,,,12.7500442,13.90020468
132380,7.35954,8.50886,52.29662,17.90743,23.13092,17.70855,21.17537,173.70694,12.70144,5.28172,39.09222,49.59925,,,,,,,,,,,,,,13.21015424,13.92519321
132390,7.32224,8.50343,52.73662,17.74342,22.93948,17.79952,21.69718,173.80677,12.71015,5.26479,38.09367,48.92337,,,,,,,,,,,,,,13.18837524,13.89653663
132400,7.33098,8.49663,52.9464,19.95029,22.97182,17.80612,20.93946,175.39433,12.73262,5.26865,38.1504,47.96163,,,,,,,,,,,,,,13.13885667,13.67760037
132410,7.33912,8.50266,53.25573,20.88936,23.49136,17.9657,21.25714,176.10792,12.68677,5.26714,37.60095,48.4696,,,,,,,,,,,,,,13.06205704,13.66017717
132420,7.32017,8.50833,53.24507,20.85359,23.38723,17.80025,21.59782,174.11119,12.62762,5.28379,40.1784,48.46853,,,,,,,,,,,,,,13.06228629,13.60401027
132430,7.44923,8.53681,52.08951,19.34314,23.40929,17.80136,21.50412,173.57764,12.53363,5.27556,41.09876,48.22624,,,,,,,,,,,,,,13.11753618,13.60423952
132440,7.57855,8.58295,52.69484,20.38175,25.33619,17.28631,21.01296,172.95244,12.39814,5.28196,38.77876,48.50148,,,,,,,,,,,,,,13.08200202,13.60355177
132450,7.62073,8.56629,52.54107,19.9719,26.57212,17.45579,20.70851,171.80514,12.40571,5.30067,38.06495,48.76822,,,,,,,,,,,,,,12.83005337,13.70350591
132460,7.53609,8.5836,52.8744,20.05337,25.81516,17.29512,20.74012,172.17339,12.39998,5.30664,39.36058,49.73633,,,,,,,,,,,,,,12.72413865,13.67324457
132470,7.46068,8.88958,52.08596,19.32861,27.03184,17.3883,21.19305,173.86897,12.47288,5.30725,39.33622,49.01582,,,,,,,,,,,,,,12.75990206,13.59919597
132480,7.46209,8.92632,51.96151,21.17133,27.09428,17.11684,21.35433,173.08664,12.63083,5.3089,41.48095,48.45897,,,,,,,,,,,,,,12.7757205,13.56068152
132490,7.44353,8.90092,51.38107,19.73421,27.34946,16.94662,21.46266,174.08337,12.62739,5.30326,39.88785,48.03708,,,,,,,,,,,,,,12.81240092,13.63839817
132500,7.37506,8.91226,51.15351,20.05762,27.34479,16.96827,20.96602,175.49581,12.65949,5.30805,40.32458,48.08809,,,,,,,,,,,,,,12.76907217,13.67828812
132510,7.39857,8.99687,51.28951,19.87803,27.47603,16.7632,22.01104,174.22903,12.69021,5.32484,39.14676,47.99032,,,,,,,,,,,,,,12.80460633,13.51758203
132520,7.46812,9.01051,51.76418,19.06683,26.7387,17.20855,22.35598,174.77731,12.62625,5.3303,39.59913,47.69701,,,,,,,,,,,,,,12.7239094,13.59461091
132530,7.40856,9.04939,51.93484,18.78557,23.98902,17.407,21.7396,175.24867,12.69823,5.3777,39.33258,47.86811,,,,,,,,,,,,,,12.66407446,13.55770124
132540,7.4236,9.09081,53.7144,18.83871,24.83554,17.47634,21.42252,174.10137,12.77893,5.36434,42.20022,48.66407,,,,,,,,,,,,,,12.76677964,13.59048436
132550,7.4559,9.05193,53.15262,18.98394,24.79254,17.44075,21.11188,174.14556,12.73446,5.36453,40.45295,48.56524,,,,,,,,,,,,,,12.80781586,13.74202036
132560,7.46074,8.96945,52.92773,19.71721,24.6656,18.34317,21.59704,176.37469,12.7003,5.35287,40.95876,48.56524,,,,,,,,,,,,,,12.75760954,13.6847072
132570,7.45786,8.97507,53.01129,16.60739,24.44051,18.07061,21.86456,175.75276,12.62877,5.35451,40.29476,48.49085,,,,,,,,,,,,,,12.81996625,13.61845319
132580,7.46318,8.95823,52.54196,16.72642,24.40742,18.1825,21.73559,175.9017,12.62671,5.36406,39.83076,48.5121,,,,,,,,,,,,,,12.72757744,13.69227254
132590,7.46454,8.96242,50.92062,15.91097,24.36143,17.86555,21.44107,174.44016,12.58384,5.35738,39.6864,46.81604,,,,,,,,,,,,,,12.80254305,13.50359762
132600,7.4761,8.88444,51.32507,17.71402,24.39452,17.35235,22.08924,173.04082,12.55999,5.34981,40.63913,47.02964,,,,,,,,,,,,,,12.7200121,13.46416616
132610,7.5311,8.89903,51.23884,15.56772,24.18177,17.56218,22.27987,173.90661,12.6439,5.36721,40.38676,46.76928,,,,,,,,,,,,,,12.69089702,13.45316204
132620,7.56503,8.9974,49.78107,14.95702,24.10886,17.44772,22.36165,180.09155,12.57994,5.38508,37.9184,46.74484,,,,,,,,,,,,,,12.75096121,13.39355635
132630,7.56118,8.99793,50.00418,15.18196,24.18046,17.37656,22.60357,179.49253,12.73308,5.34544,38.53695,46.9765,,,,,,,,,,,,,,12.75554626,13.44513819
132640,7.55748,9.01601,49.8904,15.28079,23.89387,17.62124,22.17136,180.031,12.62946,5.3208,37.89876,47.49191,,,,,,,,,,,,,,12.75325374,13.42565172
132650,7.56579,9.04413,49.3704,15.22978,24.56651,17.62674,22.12294,176.93607,12.62602,5.33608,38.80785,47.51529,,,,,,,,,,,,,,12.77870078,13.4063945
132660,7.58816,9.03663,49.2904,17.6662,24.85535,17.62087,21.68369,178.2454,12.75302,5.35183,38.74895,47.0052,,,,,,,,,,,,,,12.75462925,13.29176818
132670,7.46573,8.99628,49.72862,18.48412,25.95874,17.7489,21.78584,180.45653,12.70947,5.33683,40.77949,47.46322,,,,,,,,,,,,,,12.88255222,13.39630738
132680,7.53816,9.02664,50.59884,18.60739,25.88321,18.05814,21.63239,181.29286,12.70282,5.33796,39.92204,47.24856,,,,,,,,,,,,,,12.87957194,13.34678881
132690,7.47849,9.00573,50.70907,18.94391,26.0094,17.92571,21.57352,182.71185,12.71336,5.32169,40.57876,47.5408,,,,,,,,,,,,,,12.78191032,13.33738945
132700,7.40091,9.1158,51.4824,18.72146,25.82825,17.94992,22.04317,180.06537,12.65124,5.32066,39.53185,47.30275,,,,,,,,,,,,,,12.76036057,13.3981414
132710,7.39336,9.11473,51.56951,15.16637,24.31488,17.97047,21.66313,181.03754,12.6306,5.32465,38.95985,46.74377,,,,,,,,,,,,,,12.92267144,13.33738945
132720,7.40737,9.12111,52.10107,16.47526,25.33096,18.14765,21.61411,178.41888,12.79842,5.33105,39.69913,46.73421,,,,,,,,,,,,,,12.94032389,13.4107503
132730,7.38902,9.12696,52.4744,17.61908,25.28141,18.23386,21.90854,178.14556,12.92863,5.33716,37.65585,46.46428,,,,,,,,,,,,,,12.98617442,13.40754076
132740,7.50547,9.12856,52.27796,17.05869,27.61194,18.2511,20.93397,178.14393,12.95981,5.33349,39.83004,46.53336,,,,,,,,,,,,,,12.99075947,13.35641742
132750,7.49429,9.09878,52.46818,15.42673,27.80974,18.2478,21.21282,177.57437,12.93505,5.32202,40.28422,46.75227,,,,,,,,,,,,,,13.04257056,13.341516
132760,7.42946,9.09252,52.20062,15.14547,27.85461,18.11684,21.38019,176.18484,12.93941,5.33885,38.30458,46.85004,,,,,,,,,,,,,,13.01781128,13.31790298
132770,7.43907,9.15987,51.82284,16.45259,28.09297,18.08235,20.95165,176.8215,12.97425,5.33542,37.92495,46.17948,,,,,,,,,,,,,,13.07466593,13.39791215
132780,7.47344,9.11255,52.92773,18.06223,28.23225,17.71735,20.70946,177.90334,12.9699,5.32446,38.01549,46.18904,,,,,,,,,,,,,,13.16201119,13.49511527
132790,7.43354,9.12306,53.95529,16.92691,28.19448,17.57355,20.68151,177.8035,13.01185,5.30124,39.25004,46.16779,,,,,,,,,,,,,,13.12601852,13.52743989
132800,7.42822,9.13258,54.56684,17.26733,27.88246,17.44442,20.63013,176.50726,13.02813,5.28671,38.81913,46.76822,,,,,,,,,,,,,,13.06778835,13.54463384
132810,7.57095,9.25842,54.06373,15.88547,27.86825,17.38573,20.40197,173.80677,12.99168,5.28971,37.44531,46.44515,,,,,,,,,,,,,,13.15169482,13.62762329
132820,7.55363,9.17624,53.88062,19.03035,28.99781,18.07722,19.93589,177.48271,13.10997,5.30819,37.52713,46.52698,,,,,,,,,,,,,,13.17966364,13.55517946
132830,7.48766,9.20217,54.24684,16.20392,28.8647,17.86519,19.96689,176.35014,13.1196,5.32484,37.3224,46.47597,,,,,,,,,,,,,,13.09919597,13.68447795
132840,7.46464,9.17547,53.27973,14.69737,29.96416,17.7643,19.73272,177.91479,12.9981,5.36321,39.14495,48.13803,,,,,,,,,,,,,,13.08246052,13.53156644
132850,7.49983,9.13453,53.54996,17.41788,35.44088,18.16489,19.5663,177.97862,13.07512,5.36787,37.57767,47.44834,,,,,,,,,,,,,,13.06618359,13.54234131
132860,7.44206,9.15284,53.91262,18.21951,34.95687,17.83547,20.86265,177.18648,13.10332,5.33495,36.1184,47.24856,,,,,,,,,,,,,,13.05242843,13.57053939
132870,7.44087,9.15768,54.03707,16.81249,34.94584,17.53246,20.92186,176.90661,13.10974,5.33556,35.68204,48.07108,,,,,,,,,,,,,,13.10125924,13.53500523
132880,7.47436,9.20849,54.37662,17.14654,28.65588,17.73386,20.61114,177.09319,13.07421,5.29164,35.64785,48.11572,,,,,,,,,,,,,,13.04646786,13.44376268
132890,7.42045,9.17027,53.98462,17.52663,30.70635,18.3252,20.77365,178.84442,13.01758,5.29973,36.52458,48.29531,,,,,,,,,,,,,,12.8802597,13.50153434
132900,7.39575,9.12389,54.17662,17.79762,30.82825,17.93892,19.09264,177.15538,12.97632,5.26799,36.56458,49.00626,,,,,,,,,,,,,,12.89080532,13.52721064
132910,7.37246,9.13234,53.59529,17.87909,30.75272,17.99945,19.40484,177.36487,12.9472,5.27951,37.2224,48.53336,,,,,,,,,,,,,,12.928632,13.52170857
132920,7.35107,9.16909,53.04062,17.03602,26.48743,18.59006,19.35076,178.36324,12.9958,5.26818,38.51622,48.31657,,,,,,,,,,,,,,12.98456965,13.60378102
132930,7.29091,9.14049,52.84418,17.36651,26.44761,19.00165,19.11441,179.85915,13.01483,5.24495,38.16967,48.55568,,,,,,,,,,,,,,13.01666502,13.54027804
132940,7.30915,9.10953,53.20329,24.17098,26.53529,18.96533,18.99833,179.01954,12.97379,5.25369,37.46385,49.12422,,,,,,,,,,,,,,12.98777918,13.48136011
132950,7.31594,9.1223,53.4664,23.63857,30.19803,19.34941,18.97377,177.48926,12.97884,5.23573,37.89222,48.65982,,,,,,,,,,,,,,12.94055314,13.48823769
132960,7.34048,9.13529,53.15973,23.4866,30.18383,18.87105,19.42922,177.99826,13.06481,5.2426,38.75476,48.02539,,,,,,,,,,,,,,12.928632,13.44078239
132970,7.37191,9.12159,53.07973,22.56489,29.00809,18.73312,19.87675,176.39106,13.03707,5.24833,37.41331,48.29319,,,,,,,,,,,,,,13.10997084,13.47883833
132980,7.28575,9.10977,53.45129,23.5748,25.68915,18.64361,19.39404,177.42216,13.16591,5.24293,41.0104,47.75334,,,,,,,,,,,,,,13.09873746,13.43780211
132990,7.26621,9.1038,52.91707,22.59747,24.24795,19.23239,19.25671,178.96062,13.00772,5.24584,39.95913,48.08702,,,,,,,,,,,,,,13.13220834,13.39699514
133000,7.31252,9.02529,52.15262,22.53726,23.98865,18.92461,19.01809,178.65129,12.96508,5.24565,37.69513,48.08702,,,,,,,,,,,,,,13.11799468,13.47998459
133010,7.29439,9.02907,52.69307,22.46818,24.02174,19.01742,19.27839,176.26176,12.93666,5.2615,37.61513,47.8341,,,,,,,,,,,,,,13.16499147,13.46645869
133020,7.38771,9.01199,53.09929,17.27087,24.01314,19.00972,19.38133,178.10956,12.98686,5.28308,35.90567,46.9425,,,,,,,,,,,,,,13.22895296,13.47700431
133030,7.35992,9.0283,52.52418,17.06152,24.30198,18.55337,19.52807,178.85915,13.01919,5.29296,35.80167,46.16992,,,,,,,,,,,,,,13.14665126,13.50038808
133040,7.30123,8.87882,52.50907,18.16425,30.48538,19.88206,20.0457,178.2634,12.97815,5.2954,35.45367,47.46641,,,,,,,,,,,,,,13.19227254,13.48892545
133050,7.38788,8.84078,52.30196,17.17169,30.50819,19.90554,20.09011,176.66275,12.97013,5.2915,35.33331,47.89255,,,,,,,,,,,,,,13.17691261,13.47379477
133060,7.41654,8.83103,52.59173,17.08632,30.28927,18.42168,20.40371,178.34687,13.03386,5.26197,37.01585,47.86067,,,,,,,,,,,,,,13.10767831,13.49190573
133070,7.40503,8.8224,52.47618,19.18444,30.22346,18.40114,20.46702,176.90661,13.01185,5.2986,37.97476,47.83091,,,,,,,,,,,,,,13.12487226,13.45316204
133080,7.45449,8.83126,52.58018,21.82773,30.30815,18.56915,20.71626,175.64147,12.97265,5.28482,35.81913,47.97757,,,,,,,,,,,,,,13.04898964,13.48777918
133090,7.42284,8.82748,52.88418,22.13272,30.17934,18.28375,20.43715,177.12429,12.92061,5.28976,35.73622,48.50785,,,,,,,,,,,,,,13.08681632,13.49442751
133100,7.45129,8.79924,53.06107,17.85854,30.83124,18.63848,20.23084,177.21758,12.94239,5.30683,36.28276,48.56949,,,,,,,,,,,,,,13.0409658,13.50703641
133110,7.36388,8.8598,52.60418,18.78026,30.73327,18.71331,19.93301,177.0179,12.94078,5.28214,36.49949,48.73421,,,,,,,,,,,,,,13.01322623,13.60217625
133120,7.35356,8.87215,52.96062,18.76857,31.20383,18.74229,19.80778,175.99826,12.85894,5.2749,38.15658,48.29531,,,,,,,,,,,,,,12.84403778,13.65100706
133130,7.33288,8.96969,54.16507,17.04558,30.24702,18.71001,20.10997,176.21594,12.87155,5.28948,38.48458,48.27193,,,,,,,,,,,,,,12.96668794,13.55861825
133140,7.2857,8.92721,53.11084,16.27512,30.3188,17.98331,20.28057,176.22249,12.88026,5.25642,37.29076,48.80541,,,,,,,,,,,,,,12.91304282,13.60836607
133150,7.28222,8.97643,53.08951,19.62263,27.54838,18.10803,20.33221,177.44507,12.83968,5.25294,36.69585,48.18798,,,,,,,,,,,,,,12.99855406,13.5588475
133160,7.28119,8.96166,52.68329,16.43949,27.56838,18.39673,20.01566,177.36978,12.75486,5.2663,37.98167,47.59181,,,,,,,,,,,,,,13.03362971,13.44949399
133170,7.3021,8.98157,53.50284,17.03531,27.253,18.56218,20.08471,174.49253,12.70282,5.24006,38.06531,47.47491,,,,,,,,,,,,,,13.11203411,13.39951692
133180,7.23819,8.98257,53.33218,16.21667,27.25842,18.57098,20.25497,175.69384,12.62052,5.21838,37.73913,47.9595,,,,,,,,,,,,,,13.08154351,13.54027804
133190,7.21273,9.01063,54.93751,16.37856,27.21168,18.55301,20.48069,175.15211,12.64849,5.22233,38.50931,47.76715,,,,,,,,,,,,,,13.080168,13.54669711
133200,7.18016,9.02328,54.44329,16.58685,27.0782,18.48808,20.1293,177.29122,12.73193,5.24532,38.69767,47.41115,,,,,,,,,,,,,,13.0540332,13.58521155
133210,7.21946,8.99131,54.57573,15.92443,26.64167,18.93378,19.91115,176.32559,12.77503,5.21137,37.55913,47.45259,,,,,,,,,,,,,,13.00428537,13.71588556
133220,7.17174,9.02883,54.31351,16.18302,27.91611,19.31236,19.92552,176.23885,12.81859,5.21184,38.67185,47.52167,,,,,,,,,,,,,,12.91441834,13.74316662
133230,7.24987,9.02765,53.44507,16.98607,27.85666,18.34904,20.48191,177.59401,12.83785,5.2196,40.35985,47.19648,,,,,,,,,,,,,,12.89034681,13.77938854
133240,7.256,9.02174,53.66196,17.45932,29.0109,18.45249,20.15255,176.73312,12.8422,5.22821,40.12167,46.50041,,,,,,,,,,,,,,12.94880624,13.85550041
133250,7.2623,9.04401,53.28507,15.92868,29.00585,18.57171,19.94538,174.63656,12.83189,5.248,39.97767,47.4696,,,,,,,,,,,,,,12.87613315,13.90570674
133260,7.24536,9.07409,52.90373,16.04097,28.99968,18.51999,20.11816,175.04736,12.93574,5.25967,38.64022,47.74696,,,,,,,,,,,,,,12.8153812,13.77663751
133270,7.19644,9.13169,53.30284,16.75086,28.96135,19.55191,19.92213,175.18321,12.93345,5.26423,39.87949,47.80753,,,,,,,,,,,,,,12.88048895,13.89974617
133280,7.20594,9.17375,52.32151,15.77069,29.0066,19.86702,19.49166,174.86406,12.94078,5.23404,39.14458,47.6035,,,,,,,,,,,,,,12.97998459,14.01712352
133290,7.22549,9.176,51.44329,15.82702,28.10213,19.67957,19.42835,175.05555,13.09644,5.25186,38.63585,47.6035,,,,,,,,,,,,,,12.8149227,14.01253847
133300,7.21306,9.09541,52.04329,15.95808,28.06343,19.56548,19.45622,174.91152,13.03248,5.23855,39.72931,48.33995,,,,,,,,,,,,,,12.8976829,13.93207079
133310,7.25638,9.04756,52.42284,15.94533,28.69345,18.9613,19.57466,177.04736,13.01483,5.22887,42.80167,47.45472,,,,,,,,,,,,,,13.02239633,13.86054397
133320,7.24748,9.04023,52.53129,14.8171,27.80731,18.83217,19.69388,175.08664,12.85711,5.25125,39.64313,47.69914,,,,,,,,,,,,,,13.04509234,13.91166731
